Date,iso3,CountryName,Region,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-04-23,ALB,Albania,Berat,40.6285,20.090775,2,0,0,2,0,0,False,False
2020-04-23,ALB,Albania,Durrës,41.518365,19.651766,107,3,0,104,0,0,False,False
2020-04-23,ALB,Albania,Elbasan,41.040028,20.186454,18,1,0,17,0,0,False,False
2020-04-23,ALB,Albania,Fier,40.774633,19.620528,43,2,0,41,0,0,False,False
2020-04-23,ALB,Albania,Korçë,40.62883,20.666004,19,0,0,19,0,0,False,False
2020-04-23,ALB,Albania,Kukës,42.066696,20.419467,28,1,0,27,0,0,False,False
2020-04-23,ALB,Albania,Lezhë,41.801452,19.845695,45,0,0,45,0,0,False,False
2020-04-22,ALB,Albania,NOT SPECIFIED,,,0,0,356,-356,0,0,False,False
2020-04-23,ALB,Albania,Shkodër,42.17682,19.719451,107,1,0,106,0,0,False,False
2020-04-23,ALB,Albania,Tiranë,41.268583,19.793936,289,18,0,271,0,0,False,False
2020-04-23,ALB,Albania,Vlorë,40.162418,19.793592,5,1,0,4,0,0,False,False
2020-04-27,AND,Andorra,Andorra,42.542268,1.596865,740,40,0,700,0,0,False,False
2020-04-27,AUT,Austria,Burgenland,47.541449,16.520206,321,8,236,77,0,0,True,True
2020-04-27,AUT,Austria,Kärnten,46.715832,14.455532,406,12,368,26,0,0,True,True
2020-04-27,AUT,Austria,Niederösterreich,48.27051,15.763245,2556,86,2042,428,0,0,True,True
2020-04-27,AUT,Austria,NOT SPECIFIED,,,0,0,0,0,561,138,True,True
2020-04-27,AUT,Austria,Oberösterreich,48.138166,13.964295,2242,49,2022,171,0,0,True,True
2020-04-27,AUT,Austria,Salzburg,47.254051,13.032653,1230,31,1071,128,0,0,True,True
2020-04-27,AUT,Austria,Steiermark,47.187361,15.518046,1723,109,1068,546,0,0,True,True
2020-04-27,AUT,Austria,Tirol,47.209023,11.397603,3482,98,3024,360,0,0,True,True
2020-04-27,AUT,Austria,Vorarlberg,47.240149,9.896366,881,15,759,107,0,0,True,True
2020-04-27,AUT,Austria,Wien,48.21141,16.380038,2416,124,1772,520,0,0,True,True
2020-04-27,BLR,Belarus,Belarus,53.711111,27.973847,10463,72,0,10391,0,0,False,False
2020-04-27,BEL,Belgium,Brussels,50.836426,4.367415,4715,1129,0,3586,0,0,True,True
2020-04-27,BEL,Belgium,Flanders,51.036569,4.234165,25821,3530,0,22291,0,0,True,True
2020-04-27,BEL,Belgium,NOT SPECIFIED,,,938,0,0,938,0,0,True,True
2020-04-09,BEL,Belgium,NOT SPECIFIED,,,389,0,0,389,0,0,True,True
2020-04-27,BEL,Belgium,Wallonia,50.312074,5.019093,15213,2548,0,12665,0,0,True,True
2020-04-27,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,43.892652,17.670584,840,32,0,808,0,0,False,False
2020-04-23,BGR,Bulgaria,Blagoevgrad,41.72282,23.424299,22,3,0,19,0,0,True,True
2020-04-23,BGR,Bulgaria,Burgas,42.491848,27.306892,42,0,0,42,0,0,True,True
2020-04-23,BGR,Bulgaria,Dobrich,43.65074,27.936751,13,0,0,13,0,0,True,True
2020-04-23,BGR,Bulgaria,Gabrovo,42.931879,25.247163,4,0,0,4,0,0,True,True
2020-04-23,BGR,Bulgaria,Haskovo,41.849113,25.942349,15,1,0,14,0,0,True,True
2020-04-23,BGR,Bulgaria,Kardzhali,41.527042,25.441477,13,0,0,13,0,0,True,True
2020-04-23,BGR,Bulgaria,Kyustendil,42.255307,22.869974,30,3,0,27,0,0,True,True
2020-04-23,BGR,Bulgaria,Lovech,43.035259,24.5688,5,0,0,5,0,0,True,True
2020-04-23,BGR,Bulgaria,Montana,43.496677,23.192363,18,0,0,18,0,0,True,True
2020-04-23,BGR,Bulgaria,NOT SPECIFIED,,,4,3,0,1,0,0,True,True
2020-04-23,BGR,Bulgaria,Pazardzhik,42.133682,24.140941,21,2,0,19,0,0,True,True
2020-04-23,BGR,Bulgaria,Pernik,42.613861,22.853171,9,0,0,9,0,0,True,True
2020-04-23,BGR,Bulgaria,Pleven,43.486117,24.610919,67,0,0,67,0,0,True,True
2020-04-23,BGR,Bulgaria,Plovdiv,42.257364,24.824903,42,1,0,41,0,0,True,True
2020-04-23,BGR,Bulgaria,Ruse,43.54059,25.759217,7,0,0,7,0,0,True,True
2020-04-23,BGR,Bulgaria,Shumen,43.296516,27.004814,4,1,0,3,0,0,True,True
2020-04-23,BGR,Bulgaria,Silistra,43.946163,27.044927,3,0,0,3,0,0,True,True
2020-04-23,BGR,Bulgaria,Sliven,42.67034,26.241026,30,3,0,27,0,0,True,True
2020-04-23,BGR,Bulgaria,Smolyan,41.628892,24.668089,33,3,0,30,0,0,True,True
2020-04-23,BGR,Bulgaria,Sofia City,42.286287,23.616846,594,29,0,565,0,0,True,True
2020-04-23,BGR,Bulgaria,Stara Zagora,42.411912,25.567329,32,0,0,32,0,0,True,True
2020-04-23,BGR,Bulgaria,Varna,43.186206,27.59493,26,0,0,26,0,0,True,True
2020-04-23,BGR,Bulgaria,Veliko Tarnovo,43.189524,25.649275,16,1,0,15,0,0,True,True
2020-04-23,BGR,Bulgaria,Vidin,43.797295,22.68621,29,0,0,29,0,0,True,True
