Date,iso3,CountryName,Region,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CuurentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-03-29,ALB,Albania,Berat,40.6285,20.090775,1,0,0,1,0,0,False,False
2020-03-29,ALB,Albania,Durrës,41.518365,19.651766,17,1,0,16,0,0,False,False
2020-03-29,ALB,Albania,Elbasan,41.040028,20.186454,5,0,0,5,0,0,False,False
2020-03-29,ALB,Albania,Fier,40.774633,19.620528,26,2,0,24,0,0,False,False
2020-03-29,ALB,Albania,Korçë,40.62883,20.666004,12,0,0,12,0,0,False,False
2020-03-29,ALB,Albania,Kukës,42.066696,20.419467,5,0,0,5,0,0,False,False
2020-03-29,ALB,Albania,Lezhë,41.801452,19.845695,6,0,0,6,0,0,False,False
2020-03-29,ALB,Albania,Shkodër,42.17682,19.719451,8,0,0,8,0,0,False,False
2020-03-29,ALB,Albania,Tiranë,41.268583,19.793936,127,6,0,121,0,0,False,False
2020-03-29,ALB,Albania,Vlorë,40.162418,19.793592,5,1,0,4,0,0,False,False
2020-03-29,AND,Andorra,Andorra,42.542268,1.596865,308,4,0,304,0,0,False,False
2020-03-29,AUT,Austria,Burgenland,47.541449,16.520206,159,0,0,159,0,0,True,True
2020-03-29,AUT,Austria,Kärnten,46.715832,14.455532,239,0,0,239,0,0,True,True
2020-03-29,AUT,Austria,Niederösterreich,48.27051,15.763245,1350,0,0,1350,0,0,True,True
2020-03-29,AUT,Austria,Oberösterreich,48.138166,13.964295,1451,0,0,1451,0,0,True,True
2020-03-29,AUT,Austria,Salzburg,47.254051,13.032653,798,0,0,798,0,0,True,True
2020-03-29,AUT,Austria,Steiermark,47.187361,15.518046,915,0,0,915,0,0,True,True
2020-03-29,AUT,Austria,Tirol,47.209023,11.397603,1944,0,0,1944,0,0,True,True
2020-03-29,AUT,Austria,Vorarlberg,47.240149,9.896366,579,0,0,579,0,0,True,True
2020-03-29,AUT,Austria,Wien,48.21141,16.380038,1101,0,0,1101,0,0,True,True
2020-03-29,BLR,Belarus,Belarus,53.711111,27.973847,94,0,0,94,0,0,False,False
2020-03-29,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,43.892652,17.670584,123,5,0,118,0,0,False,False
2020-03-27,BGR,Bulgaria,Blagoevgrad,41.72282,23.424299,7,0,0,7,0,0,True,True
2020-03-27,BGR,Bulgaria,Burgas,42.491848,27.306892,12,0,0,12,0,0,True,True
2020-03-27,BGR,Bulgaria,Dobrich,43.65074,27.936751,6,0,0,6,0,0,True,True
2020-03-27,BGR,Bulgaria,Gabrovo,42.931879,25.247163,3,0,0,3,0,0,True,True
2020-03-27,BGR,Bulgaria,Haskovo,41.849113,25.942349,1,0,0,1,0,0,True,True
2020-03-27,BGR,Bulgaria,Kardzhali,41.527042,25.441477,1,0,0,1,0,0,True,True
2020-03-27,BGR,Bulgaria,Kyustendil,42.255307,22.869974,2,0,0,2,0,0,True,True
2020-03-27,BGR,Bulgaria,Lovech,43.035259,24.5688,2,0,0,2,0,0,True,True
2020-03-27,BGR,Bulgaria,Montana,43.496677,23.192363,7,0,0,7,0,0,True,True
2020-03-27,BGR,Bulgaria,Pazardzhik,42.133682,24.140941,8,0,0,8,0,0,True,True
2020-03-27,BGR,Bulgaria,Pernik,42.613861,22.853171,2,0,0,2,0,0,True,True
2020-03-27,BGR,Bulgaria,Pleven,43.486117,24.610919,8,0,0,8,0,0,True,True
2020-03-27,BGR,Bulgaria,Plovdiv,42.257364,24.824903,11,0,0,11,0,0,True,True
2020-03-27,BGR,Bulgaria,Shumen,43.296516,27.004814,1,0,0,1,0,0,True,True
2020-03-27,BGR,Bulgaria,Sliven,42.67034,26.241026,1,0,0,1,0,0,True,True
2020-03-27,BGR,Bulgaria,Smolyan,41.628892,24.668089,5,0,0,5,0,0,True,True
2020-03-27,BGR,Bulgaria,Sofia City,42.286287,23.616846,175,3,0,172,0,0,True,True
2020-03-27,BGR,Bulgaria,Stara Zagora,42.411912,25.567329,2,0,0,2,0,0,True,True
2020-03-27,BGR,Bulgaria,Unknown,,,8,0,0,8,0,0,True,True
2020-03-27,BGR,Bulgaria,Varna,43.186206,27.59493,12,0,0,12,0,0,True,True
2020-03-27,BGR,Bulgaria,Veliko Tarnovo,43.189524,25.649275,2,0,0,2,0,0,True,True
2020-03-29,HRV,Croatia,Bjelovarsko-bilogorska,45.739855,16.976657,5,0,0,5,0,0,True,True
2020-03-29,HRV,Croatia,Brodsko-Posavska,45.142404,17.821388,3,1,0,2,0,0,True,True
2020-03-29,HRV,Croatia,Dubrovačko-neretvanska,42.662368,18.15083,29,0,0,29,0,0,True,True
2020-03-29,HRV,Croatia,Grad Zagreb,45.742196,16.008116,304,2,0,302,0,0,True,True
2020-03-29,HRV,Croatia,Istarska,45.203521,13.895312,65,2,0,63,0,0,True,True
2020-03-29,HRV,Croatia,Karlovačka,45.292126,15.46427,20,1,0,19,0,0,True,True
2020-03-29,HRV,Croatia,Koprivničko-križevačka,46.066232,16.571467,3,0,0,3,0,0,True,True
2020-03-29,HRV,Croatia,Krapinsko-zagorska županija,46.09492,15.919072,49,0,0,49,0,0,True,True
2020-03-29,HRV,Croatia,Ličko-senjska,44.69075,15.422344,1,0,0,1,0,0,True,True
2020-03-29,HRV,Croatia,Međimurska,46.410728,16.508315,2,0,0,2,0,0,True,True
2020-03-29,HRV,Croatia,Osječko-baranjska,45.56139,18.442456,42,0,0,42,0,0,True,True
2020-03-29,HRV,Croatia,Primorsko-Goranska,45.367738,14.701448,38,0,0,38,0,0,True,True
2020-03-29,HRV,Croatia,Šibensko-kninska,43.89492,16.07332,23,0,0,23,0,0,True,True
2020-03-29,HRV,Croatia,Sisačko-moslavačka,45.365583,16.424137,13,0,0,13,0,0,True,True
2020-03-29,HRV,Croatia,Splitsko-Dalmatinska,43.613438,16.730085,61,0,0,61,0,0,True,True
2020-03-25,HRV,Croatia,Unknow,,,1,0,0,1,,,True,True
2020-03-29,HRV,Croatia,Varaždinska,46.250434,16.293818,19,0,0,19,0,0,True,True
2020-03-29,HRV,Croatia,Vukovarsko-srijemska,45.179126,18.877963,7,0,0,7,0,0,True,True
2020-03-29,HRV,Croatia,Zadarska,44.347845,15.959404,18,0,0,18,0,0,True,True
2020-03-29,HRV,Croatia,Zagrebačka,45.82762,16.381796,5,0,0,5,0,0,True,True
2020-03-29,CYP,Cyprus,Cyprus,35.167406,33.435499,214,6,0,208,0,0,True,True
2020-03-29,CZE,Czech Republic,Jihoceský,49.093362,14.439278,86,0,0,86,0,0,True,True
2020-03-29,CZE,Czech Republic,Jihomoravský,49.079446,16.663916,163,0,0,163,0,0,True,True
2020-03-29,CZE,Czech Republic,Karlovarský,50.170136,12.763213,94,0,0,94,0,0,True,True
2020-03-29,CZE,Czech Republic,Královéhradecký,50.385055,15.865137,80,0,0,80,0,0,True,True
2020-03-29,CZE,Czech Republic,Liberecký,50.732038,14.973755,70,0,0,70,0,0,True,True
2020-03-29,CZE,Czech Republic,Moravskoslezský,49.780617,18.000931,289,0,0,289,0,0,True,True
2020-03-29,CZE,Czech Republic,NOT SPECIFIED,,,0,16,0,-16,0,0,True,True
2020-03-29,CZE,Czech Republic,Olomoucký,49.823636,17.016472,255,0,0,255,0,0,True,True
2020-03-29,CZE,Czech Republic,Pardubický,49.877869,16.495746,75,0,0,75,0,0,True,True
2020-03-29,CZE,Czech Republic,Plzenský,49.590906,13.23222,118,0,0,118,0,0,True,True
2020-03-29,CZE,Czech Republic,Prague,50.063699,14.476403,750,0,0,750,0,0,True,True
2020-03-29,CZE,Czech Republic,Stredoceský,50.101074,15.003747,362,0,0,362,0,0,True,True
2020-03-29,CZE,Czech Republic,Unknown,,,93,0,0,93,0,0,True,True
2020-03-29,CZE,Czech Republic,Ústecký,50.488308,13.816736,111,0,0,111,0,0,True,True
2020-03-29,CZE,Czech Republic,Vysocina,49.40736,15.689937,101,0,0,101,0,0,True,True
2020-03-29,CZE,Czech Republic,Zlínský,49.239654,17.770218,128,0,0,128,0,0,True,True
2020-03-29,DNK,Denmark,Faroe,62.194921,-7.096614,159,0,0,159,0,0,True,True
2020-03-29,DNK,Denmark,Greenland,71.702379,-42.177174,10,0,0,10,0,0,True,True
2020-03-29,DNK,Denmark,Hovedstaden,,,1214,0,0,1214,0,0,True,True
2020-03-15,DNK,Denmark,Mainland,56.031924,9.317572,860,0,0,860,0,0,True,True
2020-03-29,DNK,Denmark,Midtjylland,,,386,0,0,386,0,0,True,True
2020-03-29,DNK,Denmark,Nordjylland,,,132,0,0,132,0,0,True,True
2020-03-29,DNK,Denmark,NOT SPECIFIED,,,0,72,0,-72,0,0,True,True
2020-03-29,DNK,Denmark,Other,,,7,0,0,7,0,0,True,True
2020-03-29,DNK,Denmark,Sjælland,,,330,0,0,330,0,0,True,True
2020-03-29,DNK,Denmark,Syddanmark,,,326,0,0,326,0,0,True,True
2020-03-29,EST,Estonia,Estonia,58.596209,25.023778,679,3,0,676,0,0,True,True
2020-03-26,FIN,Finland,Ahvenanmaa,60.240625,19.966666,3,0,0,3,0,0,True,True
2020-03-26,FIN,Finland,Etelä-Karjala,61.217899,28.550289,7,0,0,7,0,0,True,True
2020-03-26,FIN,Finland,Etelä-Pohjanmaa,62.833356,23.05691,9,0,0,9,0,0,True,True
2020-03-26,FIN,Finland,Etelä-Savo,61.813578,27.347685,13,0,0,13,0,0,True,True
2020-03-26,FIN,Finland,HUS,60.408524,24.7817,617,0,0,617,0,0,True,True
2020-03-26,FIN,Finland,Itä-Savo,62.073919,28.846114,1,0,0,1,0,0,True,True
2020-03-26,FIN,Finland,Kainuu,,,0,0,0,0,0,0,True,True
2020-03-26,FIN,Finland,Kanta-Häme,60.921424,24.354383,19,0,0,19,0,0,True,True
2020-03-26,FIN,Finland,Keski-Pohjanmaa,63.626887,24.066596,3,0,0,3,0,0,True,True
2020-03-26,FIN,Finland,Keski-Suomi,62.629133,25.476526,29,0,0,29,0,0,True,True
2020-03-26,FIN,Finland,Kymenlaakso,60.826543,26.889951,7,0,0,7,0,0,True,True
2020-03-26,FIN,Finland,Länsi-Pohja,66.133479,24.762611,1,0,0,1,0,0,True,True
2020-03-26,FIN,Finland,Lappi,67.847438,26.444542,3,0,0,3,0,0,True,True
2020-03-27,FIN,Finland,NOT SPECIFIED,,,1025,0,0,1025,0,0,True,True
2020-03-26,FIN,Finland,Päijät-Häme,61.217271,25.721465,14,0,0,14,0,0,True,True
2020-03-26,FIN,Finland,Pirkanmaa,61.715017,23.913902,54,0,0,54,0,0,True,True
2020-03-26,FIN,Finland,Pohjois-Karjala,62.918285,29.941761,4,0,0,4,0,0,True,True
2020-03-26,FIN,Finland,Pohjois-Pohjanmaa,64.217762,25.29512,39,0,0,39,0,0,True,True
2020-03-26,FIN,Finland,Pohjois-Savo,63.173162,27.465765,9,0,0,9,0,0,True,True
2020-03-26,FIN,Finland,Satakunta,61.527072,22.157717,11,0,0,11,0,0,True,True
2020-03-20,FIN,Finland,Unknown,,,409,0,0,409,,,True,True
2020-03-26,FIN,Finland,Vaasa,63.077479,22.196054,11,0,0,11,0,0,True,True
2020-03-26,FIN,Finland,Varsinais-Suomi,60.590424,22.623677,40,0,0,40,0,0,True,True
2020-03-18,FIN,Finland,West North,,,2,0,0,2,,,True,True
2020-03-29,FRA,France,Auvergne-Rhône-Alpes,45.283026,4.624017,0,227,755,-982,2115,497,True,True
2020-03-29,FRA,France,Bourgogne-Franche-Comté,47.234197,4.806917,0,164,549,-713,873,217,True,True
2020-03-29,FRA,France,Bretagne,48.181767,-2.840778,0,41,166,-207,268,57,True,True
2020-03-29,FRA,France,Centre-Val de Loire,,,0,39,83,-122,358,103,True,True
2020-03-29,FRA,France,Corse,42.151732,9.105559,0,19,79,-98,98,20,True,True
2020-03-29,FRA,France,Grand Est,48.688738,5.613275,0,815,1348,-2163,3735,792,True,True
2020-03-29,FRA,France,Guadeloupe,16.192207,-61.272382,0,2,9,-11,44,12,True,True
2020-03-25,FRA,France,Guyane,3.926082,-53.245309,28,0,0,28,0,0,True,True
2020-03-29,FRA,France,Hauts-de-France,49.96966,2.770434,0,211,476,-687,1237,348,True,True
2020-03-29,FRA,France,Île-de-France,48.709229,2.503473,0,807,2109,-2916,7092,1668,True,True
2020-03-29,FRA,France,La Réunion,,,0,0,5,-5,53,4,True,True
2020-03-29,FRA,France,Martinique,14.63554,-61.022814,0,3,17,-20,57,15,True,True
2020-03-25,FRA,France,Mayotte,-12.824511,45.165455,35,0,0,35,0,0,True,True
2020-03-29,FRA,France,Normandie,48.880101,-0.073045,0,32,103,-135,455,122,True,True
2020-03-29,FRA,France,NOT SPECIFIED,,,40174,0,0,40174,43,40,True,True
2020-03-29,FRA,France,Nouvelle-Aquitaine,45.479897,0.410462,0,58,226,-284,558,160,True,True
2020-03-29,FRA,France,Occitanie,43.703195,2.143601,0,76,314,-390,796,227,True,True
2020-03-29,FRA,France,Pays de la Loire,47.479115,-0.811996,0,47,182,-229,499,107,True,True
2020-03-29,FRA,France,Provence-Alpes-Côte d'Azur,43.956994,6.062951,0,65,710,-775,1073,243,True,True
