Date,Country,Region,Isolated,IntensiveCare,TotalHospitalized,Hospitalized,Infected,Deceased
2020-04-08T09:00:00,NOR,Agder,236,0,0,0,236,0
2020-04-08T09:00:00,NOR,Innlandet,373,0,0,0,373,0
2020-04-08T09:00:00,NOR,Møre og Romsdal,115,0,0,0,115,0
2020-04-08T09:00:00,NOR,Nordland,77,0,0,0,77,0
2020-04-08T09:00:00,NOR,NOT SPECIFIED,0,0,0,0,0,69
2020-04-08T09:00:00,NOR,Oslo,1673,0,0,0,1673,0
2020-04-08T09:00:00,NOR,Outside mainland Norway,1,0,0,0,1,0
2020-04-08T09:00:00,NOR,Rogaland,378,0,0,0,378,0
2020-04-08T09:00:00,NOR,Troms og Finnmark,184,0,0,0,184,0
2020-04-08T09:00:00,NOR,Trøndelag,375,0,0,0,375,0
2020-04-08T09:00:00,NOR,Unknown,1,0,0,0,1,0
2020-04-08T09:00:00,NOR,Unknown county,3,0,0,0,3,0
2020-04-08T09:00:00,NOR,Vestfold og Telemark,226,0,0,0,226,0
2020-04-08T09:00:00,NOR,Vestland,578,0,0,0,578,0
2020-04-08T09:00:00,NOR,Viken,1647,0,0,0,1647,0
