Date,iso3,CountryName,Region,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-05-07,ALB,Albania,Berat,40.6285,20.090775,4,0,0,4,0,0,False,False
2020-05-07,ALB,Albania,Dibër,,,1,0,0,1,0,0,False,False
2020-05-07,ALB,Albania,Durrës,41.518365,19.651766,169,6,0,163,0,0,False,False
2020-05-07,ALB,Albania,Elbasan,41.040028,20.186454,20,0,0,20,0,0,False,False
2020-05-07,ALB,Albania,Fier,40.774633,19.620528,48,3,0,45,0,0,False,False
2020-05-07,ALB,Albania,Korçë,40.62883,20.666004,19,0,0,19,0,0,False,False
2020-05-07,ALB,Albania,Kukës,42.066696,20.419467,37,1,0,36,0,0,False,False
2020-05-07,ALB,Albania,Lezhë,41.801452,19.845695,52,0,0,52,0,0,False,False
2020-05-04,ALB,Albania,NOT SPECIFIED,,,0,31,0,-31,0,0,False,False
2020-05-07,ALB,Albania,Shkodër,42.17682,19.719451,119,2,0,117,0,0,False,False
2020-05-07,ALB,Albania,Tiranë,41.268583,19.793936,368,18,0,350,0,0,False,False
2020-05-07,ALB,Albania,Vlorë,40.162418,19.793592,5,1,0,4,0,0,False,False
2020-05-07,AND,Andorra,Andorra,42.542268,1.596865,751,46,0,705,0,0,False,False
2020-05-08,AUT,Austria,Burgenland,47.541449,16.520206,336,11,269,56,0,0,True,True
2020-05-08,AUT,Austria,Kärnten,46.715832,14.455532,411,13,385,13,0,0,True,True
2020-05-08,AUT,Austria,Niederösterreich,48.27051,15.763245,2656,88,2370,198,0,0,True,True
2020-05-08,AUT,Austria,NOT SPECIFIED,,,0,0,0,0,374,92,True,True
2020-05-08,AUT,Austria,Oberösterreich,48.138166,13.964295,2258,52,2139,67,0,0,True,True
2020-05-08,AUT,Austria,Salzburg,47.254051,13.032653,1234,35,1140,59,0,0,True,True
2020-05-08,AUT,Austria,Steiermark,47.187361,15.518046,1774,123,1350,301,0,0,True,True
2020-05-08,AUT,Austria,Tirol,47.209023,11.397603,3514,100,3275,139,0,0,True,True
2020-05-08,AUT,Austria,Vorarlberg,47.240149,9.896366,884,18,833,33,0,0,True,True
2020-05-08,AUT,Austria,Wien,48.21141,16.380038,2655,139,1937,579,0,0,True,True
2020-05-07,BLR,Belarus,Belarus,53.711111,27.973847,19255,112,0,19143,0,0,False,False
2020-05-07,BEL,Belgium,Brussels,50.836426,4.367415,5287,1307,0,3980,0,0,True,True
2020-05-07,BEL,Belgium,Flanders,51.036569,4.234165,28498,4154,0,24344,0,0,True,True
2020-05-07,BEL,Belgium,NOT SPECIFIED,,,1000,0,0,1000,0,0,True,True
2020-04-09,BEL,Belgium,NOT SPECIFIED,,,389,0,0,389,0,0,True,True
2020-05-07,BEL,Belgium,Wallonia,50.312074,5.019093,16635,2954,0,13681,0,0,True,True
2020-05-07,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,43.892652,17.670584,965,34,0,931,0,0,False,False
2020-05-08,BGR,Bulgaria,Blagoevgrad,41.72282,23.424299,64,4,2,58,0,0,True,True
2020-05-08,BGR,Bulgaria,Burgas,42.491848,27.306892,51,1,14,36,0,0,True,True
2020-05-08,BGR,Bulgaria,Dobrich,43.65074,27.936751,13,0,2,11,0,0,True,True
2020-05-08,BGR,Bulgaria,Gabrovo,42.931879,25.247163,7,1,2,4,0,0,True,True
2020-05-08,BGR,Bulgaria,Haskovo,41.849113,25.942349,26,1,2,23,0,0,True,True
2020-05-08,BGR,Bulgaria,Kardzhali,41.527042,25.441477,13,0,3,10,0,0,True,True
2020-05-08,BGR,Bulgaria,Kyustendil,42.255307,22.869974,78,3,11,64,0,0,True,True
2020-05-08,BGR,Bulgaria,Lovech,43.035259,24.5688,2,0,1,1,0,0,True,True
2020-05-08,BGR,Bulgaria,Montana,43.496677,23.192363,20,0,0,20,0,0,True,True
2020-05-08,BGR,Bulgaria,NOT SPECIFIED,,,36,1,47,-12,0,0,True,True
2020-05-08,BGR,Bulgaria,Pazardzhik,42.133682,24.140941,52,2,13,37,0,0,True,True
2020-05-08,BGR,Bulgaria,Pernik,42.613861,22.853171,23,0,1,22,0,0,True,True
2020-05-08,BGR,Bulgaria,Pleven,43.486117,24.610919,176,2,2,172,0,0,True,True
2020-05-08,BGR,Bulgaria,Plovdiv,42.257364,24.824903,80,2,35,43,0,0,True,True
2020-05-08,BGR,Bulgaria,Razgrad,,,1,0,0,1,0,0,True,True
2020-05-08,BGR,Bulgaria,Ruse,43.54059,25.759217,15,0,1,14,0,0,True,True
2020-05-08,BGR,Bulgaria,Shumen,43.296516,27.004814,4,1,1,2,0,0,True,True
2020-05-08,BGR,Bulgaria,Silistra,43.946163,27.044927,5,0,0,5,0,0,True,True
2020-05-08,BGR,Bulgaria,Sliven,42.67034,26.241026,55,8,19,28,0,0,True,True
2020-05-08,BGR,Bulgaria,Smolyan,41.628892,24.668089,38,4,24,10,0,0,True,True
2020-05-08,BGR,Bulgaria,Sofia City,42.286287,23.616846,791,38,199,554,0,0,True,True
2020-05-08,BGR,Bulgaria,Stara Zagora,42.411912,25.567329,39,1,0,38,0,0,True,True
2020-05-08,BGR,Bulgaria,Varna,43.186206,27.59493,27,0,11,16,0,0,True,True
2020-05-08,BGR,Bulgaria,Veliko Tarnovo,43.189524,25.649275,25,3,2,20,0,0,True,True
2020-05-08,BGR,Bulgaria,Vidin,43.797295,22.68621,161,8,3,150,0,0,True,True
2020-05-08,BGR,Bulgaria,Vratsa,43.395067,23.759152,12,0,1,11,0,0,True,True
2020-05-08,BGR,Bulgaria,Yambol,,,51,4,5,42,0,0,True,True
2020-05-07,HRV,Croatia,Bjelovarsko-bilogorska,45.739855,16.976657,12,0,0,12,0,0,True,True
