Date,iso3,CountryName,Region,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-04-28,ALB,Albania,Berat,40.6285,20.090775,3,0,0,3,0,0,False,False
2020-04-28,ALB,Albania,Dibër,,,1,0,0,1,0,0,False,False
2020-04-28,ALB,Albania,Durrës,41.518365,19.651766,139,0,0,139,0,0,False,False
2020-04-28,ALB,Albania,Elbasan,41.040028,20.186454,18,0,0,18,0,0,False,False
2020-04-28,ALB,Albania,Fier,40.774633,19.620528,45,0,0,45,0,0,False,False
2020-04-28,ALB,Albania,Korçë,40.62883,20.666004,19,0,0,19,0,0,False,False
2020-04-28,ALB,Albania,Kukës,42.066696,20.419467,36,0,0,36,0,0,False,False
2020-04-28,ALB,Albania,Lezhë,41.801452,19.845695,50,0,0,50,0,0,False,False
2020-04-28,ALB,Albania,NOT SPECIFIED,,,0,30,0,-30,0,0,False,False
2020-04-28,ALB,Albania,Shkodër,42.17682,19.719451,112,0,0,112,0,0,False,False
2020-04-28,ALB,Albania,Tiranë,41.268583,19.793936,322,0,0,322,0,0,False,False
2020-04-28,ALB,Albania,Vlorë,40.162418,19.793592,5,0,0,5,0,0,False,False
2020-04-28,AND,Andorra,Andorra,42.542268,1.596865,743,40,0,703,0,0,False,False
2020-04-29,AUT,Austria,Burgenland,47.541449,16.520206,328,10,242,76,0,0,True,True
2020-04-29,AUT,Austria,Kärnten,46.715832,14.455532,407,12,372,23,0,0,True,True
2020-04-29,AUT,Austria,Niederösterreich,48.27051,15.763245,2583,86,2101,396,0,0,True,True
2020-04-29,AUT,Austria,NOT SPECIFIED,,,0,0,0,0,561,127,True,True
2020-04-29,AUT,Austria,Oberösterreich,48.138166,13.964295,2248,51,2040,157,0,0,True,True
2020-04-29,AUT,Austria,Salzburg,47.254051,13.032653,1231,33,1078,120,0,0,True,True
2020-04-29,AUT,Austria,Steiermark,47.187361,15.518046,1738,114,1117,507,0,0,True,True
2020-04-29,AUT,Austria,Tirol,47.209023,11.397603,3487,102,3070,315,0,0,True,True
2020-04-29,AUT,Austria,Vorarlberg,47.240149,9.896366,881,15,779,87,0,0,True,True
2020-04-29,AUT,Austria,Wien,48.21141,16.380038,2436,128,1781,527,0,0,True,True
2020-04-28,BLR,Belarus,Belarus,53.711111,27.973847,11289,75,0,11214,0,0,False,False
2020-04-28,BEL,Belgium,Brussels,50.836426,4.367415,4832,1137,0,3695,0,0,True,True
2020-04-28,BEL,Belgium,Flanders,51.036569,4.234165,26036,3608,0,22428,0,0,True,True
2020-04-28,BEL,Belgium,NOT SPECIFIED,,,947,0,0,947,0,0,True,True
2020-04-09,BEL,Belgium,NOT SPECIFIED,,,389,0,0,389,0,0,True,True
2020-04-28,BEL,Belgium,Wallonia,50.312074,5.019093,15519,2586,0,12933,0,0,True,True
2020-04-28,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,43.892652,17.670584,857,33,0,824,0,0,False,False
2020-04-28,BGR,Bulgaria,Blagoevgrad,41.72282,23.424299,42,3,0,39,0,0,True,True
2020-04-28,BGR,Bulgaria,Burgas,42.491848,27.306892,47,1,0,46,0,0,True,True
2020-04-28,BGR,Bulgaria,Dobrich,43.65074,27.936751,13,0,0,13,0,0,True,True
2020-04-28,BGR,Bulgaria,Gabrovo,42.931879,25.247163,5,0,0,5,0,0,True,True
2020-04-28,BGR,Bulgaria,Haskovo,41.849113,25.942349,16,1,0,15,0,0,True,True
2020-04-28,BGR,Bulgaria,Kardzhali,41.527042,25.441477,13,0,0,13,0,0,True,True
2020-04-28,BGR,Bulgaria,Kyustendil,42.255307,22.869974,63,3,0,60,0,0,True,True
2020-04-28,BGR,Bulgaria,Lovech,43.035259,24.5688,2,0,0,2,0,0,True,True
2020-04-28,BGR,Bulgaria,Montana,43.496677,23.192363,18,0,0,18,0,0,True,True
2020-04-28,BGR,Bulgaria,NOT SPECIFIED,,,0,2,0,-2,0,0,True,True
2020-04-28,BGR,Bulgaria,Pazardzhik,42.133682,24.140941,26,2,0,24,0,0,True,True
2020-04-28,BGR,Bulgaria,Pernik,42.613861,22.853171,11,0,0,11,0,0,True,True
2020-04-28,BGR,Bulgaria,Pleven,43.486117,24.610919,125,0,0,125,0,0,True,True
2020-04-28,BGR,Bulgaria,Plovdiv,42.257364,24.824903,50,1,0,49,0,0,True,True
