Date,iso3,CountryName,Region,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry,NUTS
2020-12-11,ALB,Albania,Berat,40.6285,20.090775,1770,35,941,794,21,3,False,False,AL031
2020-12-11,ALB,Albania,Dibër,,,659,18,381,260,4,0,False,False,AL011
2020-12-11,ALB,Albania,Durrës,41.518365,19.651766,3829,110,2366,1353,27,2,False,False,AL012
2020-12-11,ALB,Albania,Elbasan,41.040028,20.186454,2716,92,1698,926,25,2,False,False,AL021
2020-12-11,ALB,Albania,Fier,40.774633,19.620528,3785,81,2040,1664,36,7,False,False,AL032
2020-12-11,ALB,Albania,Gjirokastër,,,1577,20,1040,517,15,0,False,False,AL033
2020-12-11,ALB,Albania,Korçë,40.62883,20.666004,2801,62,1644,1095,21,3,False,False,AL034
2020-12-11,ALB,Albania,Kukës,42.066696,20.419467,1101,21,667,413,10,1,False,False,AL013
2020-12-11,ALB,Albania,Lezhë,41.801452,19.845695,2017,38,1187,792,7,1,False,False,AL014
2020-12-11,ALB,Albania,NOT SPECIFIED,,,0,,,0,,,False,False,
2020-12-11,ALB,Albania,Shkodër,42.17682,19.719451,2506,64,1456,986,18,2,False,False,AL015
2020-12-11,ALB,Albania,Tiranë,41.268583,19.793936,21898,400,9622,11876,209,12,False,False,AL022
2020-12-11,ALB,Albania,Vlorë,40.162418,19.793592,2204,36,1094,1074,21,4,False,False,AL035
2020-12-12,AND,Andorra,Andorra,42.542268,1.596865,7236,78,,7158,,,False,False,AD
2020-12-10,AUT,Austria,Burgenland,47.541449,16.520206,8293,134,6907,1252,69,8,True,True,AT11
2020-12-10,AUT,Austria,Kärnten,46.715832,14.455532,17617,262,9801,7554,359,26,True,True,AT21
2020-12-10,AUT,Austria,Niederösterreich,48.27051,15.763245,46188,636,33703,11849,419,87,True,True,AT12
2020-12-10,AUT,Austria,NOT SPECIFIED,,,0,0,0,0,0,0,True,True,
2020-12-10,AUT,Austria,Oberösterreich,48.138166,13.964295,63794,810,50719,12265,674,123,True,True,AT31
2020-12-10,AUT,Austria,Salzburg,47.254051,13.032653,23881,253,20513,3115,202,27,True,True,AT32
2020-12-10,AUT,Austria,Steiermark,47.187361,15.518046,36135,743,25615,9777,581,95,True,True,AT22
2020-12-10,AUT,Austria,Tirol,47.209023,11.397603,35912,421,31755,3736,260,66,True,True,AT33
2020-12-10,AUT,Austria,Vorarlberg,47.240149,9.896366,17125,175,14940,2010,95,24,True,True,AT34
2020-12-10,AUT,Austria,Wien,48.21141,16.380038,65148,825,18606,45717,536,129,True,True,AT13
2020-12-12,BLR,Belarus,Belarus,53.711111,27.973847,156359,1246,,155113,,,False,False,BY
2020-12-11,BEL,Belgium,Brussels,50.836426,4.367415,78384,2484,,75900,362,113,True,True,BE1
2020-12-11,BEL,Belgium,Flanders,51.036569,4.234165,249898,8494,,241404,1574,307,True,True,BE2
2020-12-11,BEL,Belgium,NOT SPECIFIED,,,9935,0,,9935,0,0,True,True,
2020-12-11,BEL,Belgium,Wallonia,50.312074,5.019093,264942,6814,,258128,937,226,True,True,BE3
2020-12-12,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,43.892652,17.670584,99543,3250,,96293,,,False,False,BA
2020-12-12,BGR,Bulgaria,Blagoevgrad,41.72282,23.424299,9418,10,10,9398,,,True,True,BG413
2020-12-12,BGR,Bulgaria,Burgas,42.491848,27.306892,9727,1,19,9707,,,True,True,BG341
2020-12-12,BGR,Bulgaria,Dobrich,43.65074,27.936751,2913,0,2,2911,,,True,True,BG332
2020-12-12,BGR,Bulgaria,Gabrovo,42.931879,25.247163,3786,1,2,3783,,,True,True,BG322
2020-12-12,BGR,Bulgaria,Haskovo,41.849113,25.942349,3204,1,7,3196,,,True,True,BG422
2020-12-12,BGR,Bulgaria,Kardzhali,41.527042,25.441477,1601,0,4,1597,,,True,True,BG425
2020-12-12,BGR,Bulgaria,Kyustendil,42.255307,22.869974,4074,3,20,4051,,,True,True,BG415
2020-12-12,BGR,Bulgaria,Lovech,43.035259,24.5688,1842,0,1,1841,,,True,True,BG315
2020-12-12,BGR,Bulgaria,Montana,43.496677,23.192363,2755,0,0,2755,,,True,True,BG312
2020-12-12,BGR,Bulgaria,NOT SPECIFIED,,,0,5417,78810,-84227,,,True,True,
2020-12-12,BGR,Bulgaria,Pazardzhik,42.133682,24.140941,4569,9,18,4542,,,True,True,BG423
2020-12-12,BGR,Bulgaria,Pernik,42.613861,22.853171,3189,0,1,3188,,,True,True,BG414
2020-12-12,BGR,Bulgaria,Pleven,43.486117,24.610919,4564,2,10,4552,,,True,True,BG314
2020-12-12,BGR,Bulgaria,Plovdiv,42.257364,24.824903,16665,5,64,16596,,,True,True,BG421
2020-12-12,BGR,Bulgaria,Razgrad,,,1848,0,0,1848,,,True,True,BG324
2020-12-12,BGR,Bulgaria,Ruse,43.54059,25.759217,6204,0,1,6203,,,True,True,BG323
2020-12-12,BGR,Bulgaria,Shumen,43.296516,27.004814,3692,1,1,3690,,,True,True,BG333
2020-12-12,BGR,Bulgaria,Silistra,43.946163,27.044927,2054,1,2,2051,,,True,True,BG325
2020-12-12,BGR,Bulgaria,Sliven,42.67034,26.241026,4280,11,56,4213,,,True,True,BG342
2020-12-12,BGR,Bulgaria,Smolyan,41.628892,24.668089,1834,4,33,1797,,,True,True,BG424
