Date,Country,Region,Isolated,IntensiveCare,TotalHospitalized,Hospitalized,Infected,Deceased
2020-04-03T23:00:00,POL,Dolnośląskie,384,0,0,0,384,6
2020-04-03T23:00:00,POL,Kujawsko-pomorskie,160,0,0,0,160,1
2020-04-03T23:00:00,POL,Łódzkie,236,0,0,0,236,1
2020-04-03T23:00:00,POL,Lubelskie,155,0,0,0,155,6
2020-04-03T23:00:00,POL,Lubuskie,50,0,0,0,50,0
2020-04-03T23:00:00,POL,Małopolskie,258,0,0,0,258,5
2020-04-03T23:00:00,POL,Mazowieckie,802,0,0,0,802,14
2020-04-03T23:00:00,POL,Opolskie,79,0,0,0,79,1
2020-04-03T23:00:00,POL,Podkarpackie,125,0,0,0,125,4
2020-04-03T23:00:00,POL,Podlaskie,67,0,0,0,67,0
2020-04-03T23:00:00,POL,Pomorskie,75,0,0,0,75,0
2020-04-03T23:00:00,POL,Śląskie,431,0,0,0,431,14
2020-04-03T23:00:00,POL,Świętokrzyskie,71,0,0,0,71,1
2020-04-03T23:00:00,POL,Warmińsko-mazurskie,72,0,0,0,72,0
2020-04-03T23:00:00,POL,Wielkopolskie,212,0,0,0,212,10
2020-04-03T23:00:00,POL,Zachodniopomorskie,89,0,0,0,89,2
