Date,iso3,CountryName,Region,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-05-12,ALB,Albania,Berat,40.6285,20.090775,5,0,0,5,0,0,False,False
2020-05-12,ALB,Albania,Dibër,,,1,0,0,1,0,0,False,False
2020-05-12,ALB,Albania,Durrës,41.518365,19.651766,177,6,0,171,0,0,False,False
2020-05-12,ALB,Albania,Elbasan,41.040028,20.186454,20,0,0,20,0,0,False,False
2020-05-12,ALB,Albania,Fier,40.774633,19.620528,50,3,0,47,0,0,False,False
2020-05-12,ALB,Albania,Korçë,40.62883,20.666004,19,0,0,19,0,0,False,False
2020-05-12,ALB,Albania,Kukës,42.066696,20.419467,37,1,0,36,0,0,False,False
2020-05-12,ALB,Albania,Lezhë,41.801452,19.845695,52,0,0,52,0,0,False,False
2020-05-04,ALB,Albania,NOT SPECIFIED,,,0,31,0,-31,0,0,False,False
2020-05-12,ALB,Albania,Shkodër,42.17682,19.719451,121,2,0,119,0,0,False,False
2020-05-12,ALB,Albania,Tiranë,41.268583,19.793936,389,18,0,371,0,0,False,False
2020-05-12,ALB,Albania,Vlorë,40.162418,19.793592,5,1,0,4,0,0,False,False
2020-05-13,AND,Andorra,Andorra,42.542268,1.596865,758,48,0,710,0,0,False,False
2020-05-12,AUT,Austria,Burgenland,47.541449,16.520206,337,11,290,36,0,0,True,True
2020-05-12,AUT,Austria,Kärnten,46.715832,14.455532,411,13,388,10,0,0,True,True
2020-05-12,AUT,Austria,Niederösterreich,48.27051,15.763245,2697,90,2433,174,0,0,True,True
2020-05-12,AUT,Austria,NOT SPECIFIED,,,0,0,0,0,187,58,True,True
2020-05-12,AUT,Austria,Oberösterreich,48.138166,13.964295,2263,54,2170,39,0,0,True,True
2020-05-12,AUT,Austria,Salzburg,47.254051,13.032653,1234,36,1165,33,0,0,True,True
2020-05-12,AUT,Austria,Steiermark,47.187361,15.518046,1797,126,1449,222,0,0,True,True
2020-05-12,AUT,Austria,Tirol,47.209023,11.397603,3517,100,3329,88,0,0,True,True
2020-05-12,AUT,Austria,Vorarlberg,47.240149,9.896366,884,18,843,23,0,0,True,True
2020-05-12,AUT,Austria,Wien,48.21141,16.380038,2790,144,2081,565,0,0,True,True
2020-05-13,BLR,Belarus,Belarus,53.711111,27.973847,24873,142,0,24731,0,0,False,False
2020-05-12,BEL,Belgium,Brussels,50.836426,4.367415,5485,1353,0,4132,2420,0,True,True
2020-05-12,BEL,Belgium,Flanders,51.036569,4.234165,29915,4353,0,25562,8987,0,True,True
2020-05-12,BEL,Belgium,NOT SPECIFIED,,,1042,0,0,1042,0,0,True,True
2020-05-12,BEL,Belgium,Wallonia,50.312074,5.019093,17337,3055,0,14282,4915,0,True,True
2020-05-11,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,43.892652,17.670584,994,35,0,959,0,0,False,False
2020-05-13,BGR,Bulgaria,Blagoevgrad,41.72282,23.424299,96,5,2,89,0,0,True,True
2020-05-13,BGR,Bulgaria,Burgas,42.491848,27.306892,52,1,16,35,0,0,True,True
2020-05-13,BGR,Bulgaria,Dobrich,43.65074,27.936751,13,0,2,11,0,0,True,True
2020-05-13,BGR,Bulgaria,Gabrovo,42.931879,25.247163,7,1,2,4,0,0,True,True
2020-05-13,BGR,Bulgaria,Haskovo,41.849113,25.942349,27,1,2,24,0,0,True,True
2020-05-13,BGR,Bulgaria,Kardzhali,41.527042,25.441477,15,0,4,11,0,0,True,True
2020-05-13,BGR,Bulgaria,Kyustendil,42.255307,22.869974,85,3,16,66,0,0,True,True
2020-05-13,BGR,Bulgaria,Lovech,43.035259,24.5688,2,0,1,1,0,0,True,True
2020-05-13,BGR,Bulgaria,Montana,43.496677,23.192363,22,0,0,22,0,0,True,True
2020-05-13,BGR,Bulgaria,NOT SPECIFIED,,,2,1,16,-15,0,0,True,True
2020-05-13,BGR,Bulgaria,Pazardzhik,42.133682,24.140941,65,3,13,49,0,0,True,True
2020-05-13,BGR,Bulgaria,Pernik,42.613861,22.853171,26,0,1,25,0,0,True,True
2020-05-13,BGR,Bulgaria,Pleven,43.486117,24.610919,198,2,2,194,0,0,True,True
2020-05-13,BGR,Bulgaria,Plovdiv,42.257364,24.824903,85,2,35,48,0,0,True,True
2020-05-13,BGR,Bulgaria,Razgrad,,,8,0,0,8,0,0,True,True
2020-05-13,BGR,Bulgaria,Ruse,43.54059,25.759217,16,0,1,15,0,0,True,True
2020-05-13,BGR,Bulgaria,Shumen,43.296516,27.004814,4,1,1,2,0,0,True,True
2020-05-13,BGR,Bulgaria,Silistra,43.946163,27.044927,6,1,0,5,0,0,True,True
2020-05-13,BGR,Bulgaria,Sliven,42.67034,26.241026,63,8,45,10,0,0,True,True
2020-05-13,BGR,Bulgaria,Smolyan,41.628892,24.668089,38,4,25,9,0,0,True,True
2020-05-13,BGR,Bulgaria,Sofia City,42.286287,23.616846,877,43,292,542,0,0,True,True
2020-05-13,BGR,Bulgaria,Stara Zagora,42.411912,25.567329,40,1,0,39,0,0,True,True
2020-05-13,BGR,Bulgaria,Targovishte,,,1,0,0,1,0,0,True,True
2020-05-13,BGR,Bulgaria,Varna,43.186206,27.59493,28,0,11,17,0,0,True,True
2020-05-13,BGR,Bulgaria,Veliko Tarnovo,43.189524,25.649275,25,3,2,20,0,0,True,True
2020-05-13,BGR,Bulgaria,Vidin,43.797295,22.68621,175,10,3,162,0,0,True,True
2020-05-13,BGR,Bulgaria,Vratsa,43.395067,23.759152,13,0,2,11,0,0,True,True
2020-05-13,BGR,Bulgaria,Yambol,,,80,6,5,69,0,0,True,True
2020-05-12,HRV,Croatia,Bjelovarsko-bilogorska,45.739855,16.976657,12,0,0,12,0,0,True,True
2020-05-12,HRV,Croatia,Brodsko-Posavska,45.142404,17.821388,32,1,0,31,0,0,True,True
2020-05-12,HRV,Croatia,Dubrovačko-neretvanska,42.662368,18.15083,114,8,0,106,0,0,True,True
2020-05-12,HRV,Croatia,Grad Zagreb,45.742196,16.008116,472,23,0,449,0,0,True,True
2020-05-12,HRV,Croatia,Istarska,45.203521,13.895312,91,2,0,89,0,0,True,True
2020-05-12,HRV,Croatia,Karlovačka,45.292126,15.46427,30,1,0,29,0,0,True,True
2020-05-12,HRV,Croatia,Koprivničko-križevačka,46.066232,16.571467,87,11,0,76,0,0,True,True
2020-05-12,HRV,Croatia,Krapinsko-zagorska županija,46.09492,15.919072,134,1,0,133,0,0,True,True
2020-05-12,HRV,Croatia,Ličko-senjska,44.69075,15.422344,20,0,0,20,0,0,True,True
2020-05-12,HRV,Croatia,Međimurska,46.410728,16.508315,8,0,0,8,0,0,True,True
2020-03-25,HRV,Croatia,NOT SPECIFIED,,,1,0,0,1,,,True,True
2020-05-12,HRV,Croatia,Osječko-baranjska,45.56139,18.442456,132,9,0,123,0,0,True,True
2020-05-12,HRV,Croatia,Požeško-slavonska,45.404899,17.562893,5,0,0,5,0,0,True,True
2020-05-12,HRV,Croatia,Primorsko-Goranska,45.367738,14.701448,83,1,0,82,0,0,True,True
2020-05-12,HRV,Croatia,Šibensko-kninska,43.89492,16.07332,88,1,0,87,0,0,True,True
2020-05-12,HRV,Croatia,Sisačko-moslavačka,45.365583,16.424137,36,0,0,36,0,0,True,True
2020-05-12,HRV,Croatia,Splitsko-Dalmatinska,43.613438,16.730085,544,32,0,512,0,0,True,True
2020-05-12,HRV,Croatia,Varaždinska,46.250434,16.293818,51,0,0,51,0,0,True,True
2020-05-12,HRV,Croatia,Virovitičko-podravska,45.831646,17.385543,11,0,0,11,0,0,True,True
2020-05-12,HRV,Croatia,Vukovarsko-srijemska,45.179126,18.877963,40,0,0,40,0,0,True,True
2020-05-12,HRV,Croatia,Zadarska,44.347845,15.959404,87,1,0,86,0,0,True,True
2020-05-12,HRV,Croatia,Zagrebačka,45.82762,16.381796,130,0,0,130,0,0,True,True
2020-05-13,CYP,Cyprus,Cyprus,35.167406,33.435499,903,23,0,880,0,0,True,True
2020-05-12,CZE,Czech Republic,Jihoceský,49.093362,14.439278,179,0,0,179,0,0,True,True
2020-05-12,CZE,Czech Republic,Jihomoravský,49.079446,16.663916,493,0,0,493,0,0,True,True
2020-05-12,CZE,Czech Republic,Karlovarský,50.170136,12.763213,430,0,0,430,0,0,True,True
2020-05-12,CZE,Czech Republic,Královéhradecký,50.385055,15.865137,191,0,0,191,0,0,True,True
2020-05-12,CZE,Czech Republic,Liberecký,50.732038,14.973755,197,0,0,197,0,0,True,True
2020-05-12,CZE,Czech Republic,Moravskoslezský,49.780617,18.000931,1149,0,0,1149,0,0,True,True
2020-05-12,CZE,Czech Republic,NOT SPECIFIED,,,85,283,4738,-4936,0,0,True,True
2020-05-12,CZE,Czech Republic,Olomoucký,49.823636,17.016472,719,0,0,719,0,0,True,True
2020-05-12,CZE,Czech Republic,Pardubický,49.877869,16.495746,279,0,0,279,0,0,True,True
2020-05-12,CZE,Czech Republic,Plzenský,49.590906,13.23222,634,0,0,634,0,0,True,True
2020-05-12,CZE,Czech Republic,Prague,50.063699,14.476403,1847,0,0,1847,0,0,True,True
2020-05-12,CZE,Czech Republic,Stredoceský,50.101074,15.003747,954,0,0,954,0,0,True,True
2020-05-12,CZE,Czech Republic,Ústecký,50.488308,13.816736,506,0,0,506,0,0,True,True
2020-05-12,CZE,Czech Republic,Vysocina,49.40736,15.689937,178,0,0,178,0,0,True,True
2020-05-12,CZE,Czech Republic,Zlínský,49.239654,17.770218,336,0,0,336,0,0,True,True
2020-05-12,DNK,Denmark,Faroe,62.194921,-7.096614,187,0,0,187,0,0,True,True
2020-05-12,DNK,Denmark,Greenland,71.702379,-42.177174,11,0,0,11,0,0,True,True
