Date,Country,Region,Isolated,IntensiveCare,TotalHospitalized,Hospitalized,Infected,Deceased
2020-04-03T23:00:00,SVN,Gorenjske,62,0,0,0,62,0
2020-04-03T23:00:00,SVN,Goriške,15,0,0,0,15,0
2020-04-03T23:00:00,SVN,Jugovzhodne,105,0,0,0,105,0
2020-04-03T23:00:00,SVN,Koroške,35,0,0,0,35,0
2020-04-03T23:00:00,SVN,Obalno-kraške,19,0,0,0,19,0
2020-04-03T23:00:00,SVN,Osrednjeslovenske,304,0,0,0,304,0
2020-04-03T23:00:00,SVN,Podravske,66,0,0,0,66,0
2020-04-03T23:00:00,SVN,Podravske,,71,0,0,0,71,0
2020-04-03T23:00:00,SVN,Pomurske,72,0,0,0,72,0
2020-04-03T23:00:00,SVN,Posavske,10,0,0,0,10,0
2020-04-03T23:00:00,SVN,Primorsko-notranjske,29,0,0,0,29,0
2020-04-03T23:00:00,SVN,Savinjske,187,0,0,0,187,0
2020-04-03T23:00:00,SVN,Slovenia,730,0,0,0,730,12
2020-04-03T23:00:00,SVN,Zasavske,19,0,0,0,19,0
