Date,iso3,CountryName,Region,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-06-03,ALB,Albania,Berat,40.6285,20.090775,14,0,12,2,0,0,False,False
2020-06-03,ALB,Albania,Dibër,,,10,0,1,9,0,0,False,False
2020-06-03,ALB,Albania,Durrës,41.518365,19.651766,257,6,214,37,2,3,False,False
2020-06-03,ALB,Albania,Elbasan,41.040028,20.186454,21,0,20,1,1,0,False,False
2020-06-03,ALB,Albania,Fier,40.774633,19.620528,59,3,47,9,0,0,False,False
2020-06-03,ALB,Albania,Gjirokastër,,,0,0,0,0,0,0,False,False
2020-06-03,ALB,Albania,Korçë,40.62883,20.666004,19,0,18,1,0,0,False,False
2020-06-03,ALB,Albania,Kukës,42.066696,20.419467,37,1,36,0,0,0,False,False
2020-06-03,ALB,Albania,Lezhë,41.801452,19.845695,52,0,52,0,0,0,False,False
2020-06-03,ALB,Albania,NOT SPECIFIED,,,0,0,0,0,0,0,False,False
2020-06-03,ALB,Albania,Shkodër,42.17682,19.719451,126,2,114,10,0,0,False,False
2020-06-03,ALB,Albania,Tiranë,41.268583,19.793936,584,20,380,184,13,2,False,False
2020-06-03,ALB,Albania,Vlorë,40.162418,19.793592,5,1,4,0,0,0,False,False
2020-06-04,AND,Andorra,Andorra,42.542268,1.596865,851,51,0,800,0,0,False,False
2020-06-04,AUT,Austria,Burgenland,47.541449,16.520206,346,11,328,7,0,0,True,True
2020-06-04,AUT,Austria,Kärnten,46.715832,14.455532,416,13,398,5,0,0,True,True
2020-06-04,AUT,Austria,Niederösterreich,48.27051,15.763245,2864,97,2687,80,0,0,True,True
2020-06-04,AUT,Austria,NOT SPECIFIED,,,0,0,0,0,187,23,True,True
2020-06-04,AUT,Austria,Oberösterreich,48.138166,13.964295,2293,57,2221,15,0,0,True,True
2020-06-04,AUT,Austria,Salzburg,47.254051,13.032653,1239,37,1197,5,0,0,True,True
2020-06-04,AUT,Austria,Steiermark,47.187361,15.518046,1824,135,1655,34,0,0,True,True
2020-06-04,AUT,Austria,Tirol,47.209023,11.397603,3540,101,3425,14,0,0,True,True
2020-06-04,AUT,Austria,Vorarlberg,47.240149,9.896366,900,18,867,15,0,0,True,True
2020-06-04,AUT,Austria,Wien,48.21141,16.380038,3321,173,2894,254,0,0,True,True
2020-06-04,BLR,Belarus,Belarus,53.711111,27.973847,45116,248,0,44868,0,0,False,False
2020-06-04,BEL,Belgium,Brussels,50.836426,4.367415,5976,1467,0,4509,2576,0,True,True
2020-06-04,BEL,Belgium,Flanders,51.036569,4.234165,33045,4770,0,28275,9590,0,True,True
2020-06-04,BEL,Belgium,NOT SPECIFIED,,,1052,0,0,1052,0,0,True,True
2020-06-04,BEL,Belgium,Wallonia,50.312074,5.019093,18694,3311,0,15383,5209,0,True,True
2020-06-03,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,43.892652,17.670584,1093,39,0,1054,0,0,False,False
2020-06-04,BGR,Bulgaria,Blagoevgrad,41.72282,23.424299,131,9,10,112,0,0,True,True
2020-06-04,BGR,Bulgaria,Burgas,42.491848,27.306892,52,1,19,32,0,0,True,True
2020-06-04,BGR,Bulgaria,Dobrich,43.65074,27.936751,13,0,2,11,0,0,True,True
2020-06-04,BGR,Bulgaria,Gabrovo,42.931879,25.247163,9,1,2,6,0,0,True,True
2020-06-04,BGR,Bulgaria,Haskovo,41.849113,25.942349,29,1,7,21,0,0,True,True
2020-06-04,BGR,Bulgaria,Kardzhali,41.527042,25.441477,15,0,4,11,0,0,True,True
2020-06-04,BGR,Bulgaria,Kyustendil,42.255307,22.869974,92,3,20,69,0,0,True,True
2020-06-04,BGR,Bulgaria,Lovech,43.035259,24.5688,5,0,1,4,0,0,True,True
2020-06-04,BGR,Bulgaria,Montana,43.496677,23.192363,23,0,0,23,0,0,True,True
2020-06-04,BGR,Bulgaria,NOT SPECIFIED,,,1,4,610,-613,0,0,True,True
2020-06-04,BGR,Bulgaria,Pazardzhik,42.133682,24.140941,138,8,18,112,0,0,True,True
2020-06-04,BGR,Bulgaria,Pernik,42.613861,22.853171,28,0,1,27,0,0,True,True
2020-06-04,BGR,Bulgaria,Pleven,43.486117,24.610919,218,2,10,206,0,0,True,True
2020-06-04,BGR,Bulgaria,Plovdiv,42.257364,24.824903,94,5,64,25,0,0,True,True
2020-06-04,BGR,Bulgaria,Razgrad,,,21,0,0,21,0,0,True,True
2020-06-04,BGR,Bulgaria,Ruse,43.54059,25.759217,19,0,1,18,0,0,True,True
2020-06-04,BGR,Bulgaria,Shumen,43.296516,27.004814,12,1,1,10,0,0,True,True
2020-06-04,BGR,Bulgaria,Silistra,43.946163,27.044927,6,1,2,3,0,0,True,True
2020-06-04,BGR,Bulgaria,Sliven,42.67034,26.241026,104,11,56,37,0,0,True,True
2020-06-04,BGR,Bulgaria,Smolyan,41.628892,24.668089,41,4,33,4,0,0,True,True
2020-06-04,BGR,Bulgaria,Sofia City,42.286287,23.616846,1071,56,411,604,0,0,True,True
2020-06-04,BGR,Bulgaria,Stara Zagora,42.411912,25.567329,40,3,0,37,0,0,True,True
2020-06-04,BGR,Bulgaria,Targovishte,,,1,1,0,0,0,0,True,True
2020-06-04,BGR,Bulgaria,Varna,43.186206,27.59493,28,0,11,17,0,0,True,True
2020-06-04,BGR,Bulgaria,Veliko Tarnovo,43.189524,25.649275,29,4,5,20,0,0,True,True
2020-06-04,BGR,Bulgaria,Vidin,43.797295,22.68621,191,18,14,159,0,0,True,True
2020-06-04,BGR,Bulgaria,Vratsa,43.395067,23.759152,16,0,2,14,0,0,True,True
2020-06-04,BGR,Bulgaria,Yambol,,,158,14,18,126,0,0,True,True
