Date,iso3,CountryName,Region,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-04-20,ALB,Albania,Berat,40.6285,20.090775,2,0,0,2,0,0,False,False
2020-04-20,ALB,Albania,Durrës,41.518365,19.651766,65,3,0,62,0,0,False,False
2020-04-20,ALB,Albania,Elbasan,41.040028,20.186454,16,1,0,15,0,0,False,False
2020-04-20,ALB,Albania,Fier,40.774633,19.620528,43,2,0,41,0,0,False,False
2020-04-20,ALB,Albania,Korçë,40.62883,20.666004,19,0,0,19,0,0,False,False
2020-04-20,ALB,Albania,Kukës,42.066696,20.419467,28,1,0,27,0,0,False,False
2020-04-20,ALB,Albania,Lezhë,41.801452,19.845695,36,0,0,36,0,0,False,False
2020-04-19,ALB,Albania,NOT SPECIFIED,,,0,27,0,-27,0,0,False,False
2020-04-20,ALB,Albania,Shkodër,42.17682,19.719451,104,1,0,103,0,0,False,False
2020-04-20,ALB,Albania,Tiranë,41.268583,19.793936,266,17,0,249,0,0,False,False
2020-04-20,ALB,Albania,Vlorë,40.162418,19.793592,5,1,0,4,0,0,False,False
2020-04-21,AND,Andorra,Andorra,42.542268,1.596865,717,36,0,681,0,0,False,False
2020-04-21,AUT,Austria,Burgenland,47.541449,16.520206,310,6,210,94,0,0,True,True
2020-04-21,AUT,Austria,Kärnten,46.715832,14.455532,397,12,316,69,0,0,True,True
2020-04-21,AUT,Austria,Niederösterreich,48.27051,15.763245,2481,70,1623,788,0,0,True,True
2020-04-21,AUT,Austria,NOT SPECIFIED,,,0,0,0,0,561,196,True,True
2020-04-21,AUT,Austria,Oberösterreich,48.138166,13.964295,2207,40,1912,255,0,0,True,True
2020-04-21,AUT,Austria,Salzburg,47.254051,13.032653,1220,28,949,243,0,0,True,True
2020-04-21,AUT,Austria,Steiermark,47.187361,15.518046,1654,99,874,681,0,0,True,True
2020-04-21,AUT,Austria,Tirol,47.209023,11.397603,3435,93,2698,644,0,0,True,True
2020-04-21,AUT,Austria,Vorarlberg,47.240149,9.896366,878,13,733,132,0,0,True,True
2020-04-21,AUT,Austria,Wien,48.21141,16.380038,2256,95,1656,505,0,0,True,True
2020-04-21,BLR,Belarus,Belarus,53.711111,27.973847,6264,51,0,6213,0,0,False,False
2020-04-21,BEL,Belgium,Brussels,50.836426,4.367415,4156,942,0,3214,0,0,True,True
2020-04-21,BEL,Belgium,Flanders,51.036569,4.234165,23301,2964,0,20337,0,0,True,True
2020-04-21,BEL,Belgium,NOT SPECIFIED,,,639,0,0,639,0,0,True,True
2020-04-09,BEL,Belgium,NOT SPECIFIED,,,389,0,0,389,0,0,True,True
2020-04-21,BEL,Belgium,Wallonia,50.312074,5.019093,12860,2092,0,10768,0,0,True,True
2020-04-21,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,43.892652,17.670584,759,32,0,727,0,0,False,False
2020-04-21,BGR,Bulgaria,Blagoevgrad,41.72282,23.424299,21,3,0,18,0,0,True,True
2020-04-21,BGR,Bulgaria,Burgas,42.491848,27.306892,38,0,0,38,0,0,True,True
2020-04-21,BGR,Bulgaria,Dobrich,43.65074,27.936751,13,0,0,13,0,0,True,True
2020-04-21,BGR,Bulgaria,Gabrovo,42.931879,25.247163,4,0,0,4,0,0,True,True
2020-04-21,BGR,Bulgaria,Haskovo,41.849113,25.942349,14,0,0,14,0,0,True,True
2020-04-21,BGR,Bulgaria,Kardzhali,41.527042,25.441477,13,0,0,13,0,0,True,True
2020-04-21,BGR,Bulgaria,Kyustendil,42.255307,22.869974,23,3,0,20,0,0,True,True
2020-04-21,BGR,Bulgaria,Lovech,43.035259,24.5688,2,0,0,2,0,0,True,True
2020-04-21,BGR,Bulgaria,Montana,43.496677,23.192363,18,0,0,18,0,0,True,True
2020-04-21,BGR,Bulgaria,NOT SPECIFIED,,,4,3,0,1,0,0,True,True
2020-04-21,BGR,Bulgaria,Pazardzhik,42.133682,24.140941,16,2,0,14,0,0,True,True
2020-04-21,BGR,Bulgaria,Pernik,42.613861,22.853171,8,0,0,8,0,0,True,True
2020-04-21,BGR,Bulgaria,Pleven,43.486117,24.610919,37,0,0,37,0,0,True,True
2020-04-21,BGR,Bulgaria,Plovdiv,42.257364,24.824903,38,1,0,37,0,0,True,True
2020-04-21,BGR,Bulgaria,Ruse,43.54059,25.759217,7,0,0,7,0,0,True,True
2020-04-21,BGR,Bulgaria,Shumen,43.296516,27.004814,4,1,0,3,0,0,True,True
2020-04-21,BGR,Bulgaria,Silistra,43.946163,27.044927,2,0,0,2,0,0,True,True
2020-04-21,BGR,Bulgaria,Sliven,42.67034,26.241026,22,2,0,20,0,0,True,True
2020-04-21,BGR,Bulgaria,Smolyan,41.628892,24.668089,33,2,0,31,0,0,True,True
2020-04-21,BGR,Bulgaria,Sofia City,42.286287,23.616846,561,26,0,535,0,0,True,True
2020-04-21,BGR,Bulgaria,Stara Zagora,42.411912,25.567329,32,1,0,31,0,0,True,True
2020-04-21,BGR,Bulgaria,Varna,43.186206,27.59493,25,0,0,25,0,0,True,True
