Date,Country,Region,Isolated,IntensiveCare,TotalHospitalized,Hospitalized,Infected,Deceased
2020-04-03T23:00:00,UKR,Cherkasy,55,0,0,0,55,0
2020-04-03T23:00:00,UKR,Chernihiv,5,0,0,0,5,0
2020-04-03T23:00:00,UKR,Chernivtsi,171,0,0,0,171,0
2020-04-03T23:00:00,UKR,Dnipropetrovsk,12,0,0,0,12,0
2020-04-03T23:00:00,UKR,Donetsk,8,0,0,0,8,0
2020-04-03T23:00:00,UKR,Ivano-Frankivsk,81,0,0,0,81,0
2020-04-03T23:00:00,UKR,Kharkiv,1,0,0,0,1,0
2020-04-03T23:00:00,UKR,Kherson,4,0,0,0,4,0
2020-04-03T23:00:00,UKR,Khmelnytsky,7,0,0,0,7,0
2020-04-03T23:00:00,UKR,Kiev region,70,0,0,0,70,0
2020-04-03T23:00:00,UKR,Kirovograd,15,0,0,0,15,0
2020-04-03T23:00:00,UKR,Kyiv,180,0,0,0,180,0
2020-04-03T23:00:00,UKR,Lugansk,3,0,0,0,3,0
2020-04-03T23:00:00,UKR,Lviv,13,0,0,0,13,0
2020-04-03T23:00:00,UKR,Mykolaiv,1,0,0,0,1,0
2020-04-03T23:00:00,UKR,NOT SPECIFIED,0,0,0,0,0,20
2020-04-03T23:00:00,UKR,Odessa,20,0,0,0,20,0
2020-04-03T23:00:00,UKR,Poltava,5,0,0,0,5,0
2020-04-03T23:00:00,UKR,Rivne,25,0,0,0,25,0
2020-04-03T23:00:00,UKR,Sumy,30,0,0,0,30,0
2020-04-03T23:00:00,UKR,Ternopil,114,0,0,0,114,0
2020-04-03T23:00:00,UKR,Transcarpathian,24,0,0,0,24,0
2020-04-03T23:00:00,UKR,Vinnytsia,61,0,0,0,61,0
2020-04-03T23:00:00,UKR,Volyn,10,0,0,0,10,0
2020-04-03T23:00:00,UKR,Zaporizhzhia,22,0,0,0,22,0
2020-04-03T23:00:00,UKR,Zhytomyr,6,0,0,0,6,0
