Date,iso3,CountryName,Region,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CuurentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-04-03,ALB,Albania,Berat,40.6285,20.090775,1,0,0,1,0,0,False,False
2020-04-03,ALB,Albania,Durrës,41.518365,19.651766,37,3,0,34,0,0,False,False
2020-04-03,ALB,Albania,Elbasan,41.040028,20.186454,8,0,0,8,0,0,False,False
2020-04-03,ALB,Albania,Fier,40.774633,19.620528,29,2,0,27,0,0,False,False
2020-04-03,ALB,Albania,Korçë,40.62883,20.666004,16,0,0,16,0,0,False,False
2020-04-03,ALB,Albania,Kukës,42.066696,20.419467,12,0,0,12,0,0,False,False
2020-04-03,ALB,Albania,Lezhë,41.801452,19.845695,14,0,0,14,0,0,False,False
2020-04-03,ALB,Albania,Shkodër,42.17682,19.719451,26,0,0,26,0,0,False,False
2020-04-03,ALB,Albania,Tiranë,41.268583,19.793936,155,11,0,144,0,0,False,False
2020-04-03,ALB,Albania,Vlorë,40.162418,19.793592,5,1,0,4,0,0,False,False
2020-04-03,AND,Andorra,Andorra,42.542268,1.596865,428,15,0,413,0,0,False,False
2020-04-03,AUT,Austria,Burgenland,47.541449,16.520206,206,0,0,206,0,0,True,True
2020-04-03,AUT,Austria,Kärnten,46.715832,14.455532,304,0,0,304,0,0,True,True
2020-04-03,AUT,Austria,Niederösterreich,48.27051,15.763245,1828,0,0,1828,0,0,True,True
2020-04-03,AUT,Austria,Oberösterreich,48.138166,13.964295,1836,0,0,1836,0,0,True,True
2020-04-03,AUT,Austria,Salzburg,47.254051,13.032653,1038,0,0,1038,0,0,True,True
2020-04-03,AUT,Austria,Steiermark,47.187361,15.518046,1205,0,0,1205,0,0,True,True
2020-04-03,AUT,Austria,Tirol,47.209023,11.397603,2595,0,0,2595,0,0,True,True
2020-04-03,AUT,Austria,Vorarlberg,47.240149,9.896366,710,0,0,710,0,0,True,True
2020-04-03,AUT,Austria,Wien,48.21141,16.380038,1661,0,0,1661,0,0,True,True
2020-04-03,BLR,Belarus,Belarus,53.711111,27.973847,254,4,0,250,0,0,False,False
2020-04-03,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,43.892652,17.670584,288,12,0,276,0,0,False,False
2020-04-03,BGR,Bulgaria,Blagoevgrad,41.72282,23.424299,15,3,0,12,0,0,True,True
2020-04-03,BGR,Bulgaria,Burgas,42.491848,27.306892,21,0,0,21,0,0,True,True
2020-04-03,BGR,Bulgaria,Dobrich,43.65074,27.936751,10,0,0,10,0,0,True,True
2020-04-03,BGR,Bulgaria,Gabrovo,42.931879,25.247163,2,0,0,2,0,0,True,True
2020-04-03,BGR,Bulgaria,Haskovo,41.849113,25.942349,2,0,0,2,0,0,True,True
2020-04-03,BGR,Bulgaria,Kardzhali,41.527042,25.441477,8,0,0,8,0,0,True,True
2020-04-03,BGR,Bulgaria,Kyustendil,42.255307,22.869974,7,3,0,4,0,0,True,True
2020-04-03,BGR,Bulgaria,Lovech,43.035259,24.5688,1,0,0,1,0,0,True,True
2020-04-03,BGR,Bulgaria,Montana,43.496677,23.192363,18,0,0,18,0,0,True,True
2020-04-03,BGR,Bulgaria,Pazardzhik,42.133682,24.140941,8,0,0,8,0,0,True,True
2020-04-03,BGR,Bulgaria,Pernik,42.613861,22.853171,6,0,0,6,0,0,True,True
2020-04-03,BGR,Bulgaria,Pleven,43.486117,24.610919,9,0,0,9,0,0,True,True
2020-04-03,BGR,Bulgaria,Plovdiv,42.257364,24.824903,29,0,0,29,0,0,True,True
2020-04-03,BGR,Bulgaria,Ruse,43.54059,25.759217,1,0,0,1,0,0,True,True
2020-04-02,BGR,Bulgaria,Shumen,43.296516,27.004814,4,0,0,4,0,0,True,True
2020-04-03,BGR,Bulgaria,Silistra,43.946163,27.044927,2,0,0,2,0,0,True,True
2020-04-03,BGR,Bulgaria,Sliven,42.67034,26.241026,5,0,0,5,0,0,True,True
2020-04-03,BGR,Bulgaria,Smolyan,41.628892,24.668089,13,0,0,13,0,0,True,True
2020-04-03,BGR,Bulgaria,Sofia City,42.286287,23.616846,292,7,0,285,0,0,True,True
2020-04-03,BGR,Bulgaria,Stara Zagora,42.411912,25.567329,3,1,0,2,0,0,True,True
2020-04-03,BGR,Bulgaria,Unknown,,,4,0,0,4,0,0,True,True
2020-04-03,BGR,Bulgaria,Varna,43.186206,27.59493,23,0,0,23,0,0,True,True
2020-04-03,BGR,Bulgaria,Veliko Tarnovo,43.189524,25.649275,4,0,0,4,0,0,True,True
2020-04-03,BGR,Bulgaria,Vidin,43.797295,22.68621,2,0,0,2,0,0,True,True
2020-04-03,HRV,Croatia,Bjelovarsko-bilogorska,45.739855,16.976657,8,0,0,8,0,0,True,True
2020-04-03,HRV,Croatia,Brodsko-Posavska,45.142404,17.821388,13,1,0,12,0,0,True,True
2020-04-03,HRV,Croatia,Dubrovačko-neretvanska,42.662368,18.15083,55,0,0,55,0,0,True,True
2020-04-03,HRV,Croatia,Grad Zagreb,45.742196,16.008116,298,4,0,294,0,0,True,True
2020-04-03,HRV,Croatia,Istarska,45.203521,13.895312,73,2,0,71,0,0,True,True
2020-04-03,HRV,Croatia,Karlovačka,45.292126,15.46427,21,1,0,20,0,0,True,True
2020-04-03,HRV,Croatia,Koprivničko-križevačka,46.066232,16.571467,16,0,0,16,0,0,True,True
2020-04-03,HRV,Croatia,Krapinsko-zagorska županija,46.09492,15.919072,69,0,0,69,0,0,True,True
2020-04-03,HRV,Croatia,Ličko-senjska,44.69075,15.422344,2,0,0,2,0,0,True,True
2020-04-03,HRV,Croatia,Međimurska,46.410728,16.508315,2,0,0,2,0,0,True,True
2020-03-25,HRV,Croatia,NOT SPECIFIED,,,1,0,0,1,,,True,True
2020-04-03,HRV,Croatia,Osječko-baranjska,45.56139,18.442456,71,0,0,71,0,0,True,True
