Date,iso3,CountryName,Region,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-06-21,ALB,Albania,Berat,40.6285,20.090775,16,0,15,1,0,0,False,False
2020-06-21,ALB,Albania,Dibër,,,10,0,10,0,0,0,False,False
2020-06-21,ALB,Albania,Durrës,41.518365,19.651766,399,9,239,151,8,2,False,False
2020-06-21,ALB,Albania,Elbasan,41.040028,20.186454,32,0,22,10,2,0,False,False
2020-06-21,ALB,Albania,Fier,40.774633,19.620528,96,5,55,36,4,0,False,False
2020-06-21,ALB,Albania,Gjirokastër,,,2,0,0,2,1,0,False,False
2020-06-21,ALB,Albania,Korçë,40.62883,20.666004,35,0,18,17,1,0,False,False
2020-06-21,ALB,Albania,Kukës,42.066696,20.419467,45,1,36,8,0,0,False,False
2020-06-21,ALB,Albania,Lezhë,41.801452,19.845695,68,0,53,15,4,0,False,False
2020-06-21,ALB,Albania,NOT SPECIFIED,,,0,,,0,,,False,False
2020-06-21,ALB,Albania,Shkodër,42.17682,19.719451,257,4,125,128,11,1,False,False
2020-06-21,ALB,Albania,Tiranë,41.268583,19.793936,943,24,557,362,37,5,False,False
2020-06-21,ALB,Albania,Vlorë,40.162418,19.793592,59,1,4,54,1,2,False,False
2020-06-22,AND,Andorra,Andorra,42.542268,1.596865,855,52,,803,,,False,False
2020-06-22,AUT,Austria,Burgenland,47.541449,16.520206,347,11,330,6,,,True,True
2020-06-22,AUT,Austria,Kärnten,46.715832,14.455532,422,13,402,7,,,True,True
2020-06-22,AUT,Austria,Niederösterreich,48.27051,15.763245,2954,99,2769,86,,,True,True
2020-06-22,AUT,Austria,NOT SPECIFIED,,,0,0,0,0,187,12,True,True
2020-06-22,AUT,Austria,Oberösterreich,48.138166,13.964295,2343,58,2250,35,,,True,True
2020-06-22,AUT,Austria,Salzburg,47.254051,13.032653,1257,37,1201,19,,,True,True
2020-06-22,AUT,Austria,Steiermark,47.187361,15.518046,1838,138,1672,28,,,True,True
