Date,iso3,CountryName,Region,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-04-02,ALB,Albania,Berat,40.6285,20.090775,1,0,0,1,0,0,False,False
2020-04-02,ALB,Albania,Durrës,41.518365,19.651766,35,3,0,32,0,0,False,False
2020-04-02,ALB,Albania,Elbasan,41.040028,20.186454,8,0,0,8,0,0,False,False
2020-04-02,ALB,Albania,Fier,40.774633,19.620528,27,2,0,25,0,0,False,False
2020-04-02,ALB,Albania,Korçë,40.62883,20.666004,16,0,0,16,0,0,False,False
2020-04-02,ALB,Albania,Kukës,42.066696,20.419467,12,1,0,11,0,0,False,False
2020-04-02,ALB,Albania,Lezhë,41.801452,19.845695,8,0,0,8,0,0,False,False
2020-04-02,ALB,Albania,Shkodër,42.17682,19.719451,14,0,0,14,0,0,False,False
2020-04-02,ALB,Albania,Tiranë,41.268583,19.793936,151,9,0,142,0,0,False,False
2020-04-02,ALB,Albania,Vlorë,40.162418,19.793592,5,1,0,4,0,0,False,False
2020-04-02,AND,Andorra,Andorra,42.542268,1.596865,390,14,0,376,0,0,False,False
2020-04-02,AUT,Austria,Burgenland,47.541449,16.520206,201,0,0,201,0,0,True,True
2020-04-02,AUT,Austria,Kärnten,46.715832,14.455532,300,0,0,300,0,0,True,True
2020-04-02,AUT,Austria,Niederösterreich,48.27051,15.763245,1738,0,0,1738,0,0,True,True
2020-04-02,AUT,Austria,Oberösterreich,48.138166,13.964295,1781,0,0,1781,0,0,True,True
2020-04-02,AUT,Austria,Salzburg,47.254051,13.032653,994,0,0,994,0,0,True,True
2020-04-02,AUT,Austria,Steiermark,47.187361,15.518046,1158,0,0,1158,0,0,True,True
2020-04-02,AUT,Austria,Tirol,47.209023,11.397603,2531,0,0,2531,0,0,True,True
2020-04-02,AUT,Austria,Vorarlberg,47.240149,9.896366,681,0,0,681,0,0,True,True
2020-04-02,AUT,Austria,Wien,48.21141,16.380038,1583,0,0,1583,0,0,True,True
2020-04-02,BLR,Belarus,Belarus,53.711111,27.973847,152,0,0,152,0,0,False,False
2020-04-02,BEL,Belgium,Brussels,50.836426,4.367415,1717,175,0,1542,0,0,True,True
2020-04-02,BEL,Belgium,Flanders,51.036569,4.234165,9131,397,0,8734,0,0,True,True
2020-04-02,BEL,Belgium,NOT SPECIFIED,,,280,50,0,230,0,0,True,True
2020-04-02,BEL,Belgium,Wallonia,50.312074,5.019093,4220,389,0,3831,0,0,True,True
2020-04-02,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,43.892652,17.670584,250,11,0,239,0,0,False,False
2020-04-02,BGR,Bulgaria,Blagoevgrad,41.72282,23.424299,14,3,0,11,0,0,True,True
2020-04-02,BGR,Bulgaria,Burgas,42.491848,27.306892,20,0,0,20,0,0,True,True
2020-04-02,BGR,Bulgaria,Dobrich,43.65074,27.936751,10,0,0,10,0,0,True,True
2020-04-02,BGR,Bulgaria,Gabrovo,42.931879,25.247163,2,0,0,2,0,0,True,True
2020-04-02,BGR,Bulgaria,Haskovo,41.849113,25.942349,2,0,0,2,0,0,True,True
2020-04-02,BGR,Bulgaria,Kardzhali,41.527042,25.441477,7,0,0,7,0,0,True,True
2020-04-02,BGR,Bulgaria,Kyustendil,42.255307,22.869974,6,2,0,4,0,0,True,True
2020-04-02,BGR,Bulgaria,Lovech,43.035259,24.5688,2,0,0,2,0,0,True,True
2020-04-02,BGR,Bulgaria,Montana,43.496677,23.192363,18,0,0,18,0,0,True,True
2020-04-02,BGR,Bulgaria,NOT SPECIFIED,,,6,0,0,6,0,0,True,True
2020-04-02,BGR,Bulgaria,Pazardzhik,42.133682,24.140941,8,0,0,8,0,0,True,True
2020-04-02,BGR,Bulgaria,Pernik,42.613861,22.853171,6,0,0,6,0,0,True,True
2020-04-02,BGR,Bulgaria,Pleven,43.486117,24.610919,2,0,0,2,0,0,True,True
2020-04-02,BGR,Bulgaria,Plovdiv,42.257364,24.824903,27,0,0,27,0,0,True,True
2020-04-02,BGR,Bulgaria,Ruse,43.54059,25.759217,1,0,0,1,0,0,True,True
2020-04-02,BGR,Bulgaria,Shumen,43.296516,27.004814,4,0,0,4,0,0,True,True
2020-04-02,BGR,Bulgaria,Silistra,43.946163,27.044927,2,0,0,2,0,0,True,True
2020-04-02,BGR,Bulgaria,Sliven,42.67034,26.241026,5,0,0,5,0,0,True,True
2020-04-02,BGR,Bulgaria,Smolyan,41.628892,24.668089,11,0,0,11,0,0,True,True
2020-04-02,BGR,Bulgaria,Sofia City,42.286287,23.616846,274,5,0,269,0,0,True,True
2020-04-02,BGR,Bulgaria,Stara Zagora,42.411912,25.567329,3,0,0,3,0,0,True,True
2020-04-02,BGR,Bulgaria,Varna,43.186206,27.59493,23,0,0,23,0,0,True,True
2020-04-02,BGR,Bulgaria,Veliko Tarnovo,43.189524,25.649275,3,0,0,3,0,0,True,True
2020-04-02,BGR,Bulgaria,Vidin,43.797295,22.68621,1,0,0,1,0,0,True,True
2020-04-02,HRV,Croatia,Bjelovarsko-bilogorska,45.739855,16.976657,7,0,0,7,0,0,True,True
