Date,Country,Region,Isolated,IntensiveCare,TotalHospitalized,Hospitalized,Infected,Deceased
2020-04-03T23:00:00,HRV,Bjelovarsko-bilogorska,8,0,0,0,8,0
2020-04-03T23:00:00,HRV,Brodsko-Posavska,13,0,0,0,13,1
2020-04-03T23:00:00,HRV,Dubrovačko-neretvanska,55,0,0,0,55,0
2020-04-03T23:00:00,HRV,Grad Zagreb,298,0,0,0,298,4
2020-04-03T23:00:00,HRV,Istarska,73,0,0,0,73,2
2020-04-03T23:00:00,HRV,Karlovačka,21,0,0,0,21,1
2020-04-03T23:00:00,HRV,Koprivničko-križevačka,16,0,0,0,16,0
2020-04-03T23:00:00,HRV,Krapinsko-zagorska županija,69,0,0,0,69,0
2020-04-03T23:00:00,HRV,Ličko-senjska,2,0,0,0,2,0
2020-04-03T23:00:00,HRV,Međimurska,2,0,0,0,2,0
2020-04-03T23:00:00,HRV,Osječko-baranjska,71,0,0,0,71,0
2020-04-03T23:00:00,HRV,Požeško-slavonska,3,0,0,0,3,0
2020-04-03T23:00:00,HRV,Primorsko-Goranska,63,0,0,0,63,0
2020-04-03T23:00:00,HRV,Šibensko-kninska,29,0,0,0,29,0
2020-04-03T23:00:00,HRV,Sisačko-moslavačka,19,0,0,0,19,0
2020-04-03T23:00:00,HRV,Splitsko-Dalmatinska,154,0,0,0,154,0
2020-04-03T23:00:00,HRV,Unknow,1,0,0,0,1,0
2020-04-03T23:00:00,HRV,Varaždinska,27,0,0,0,27,0
2020-04-03T23:00:00,HRV,Virovitičko-podravska,4,0,0,0,4,0
2020-04-03T23:00:00,HRV,Vukovarsko-srijemska,16,0,0,0,16,0
2020-04-03T23:00:00,HRV,Zadarska,47,0,0,0,47,0
2020-04-03T23:00:00,HRV,Zagrebačka,89,0,0,0,89,0
