Date,iso3,CountryName,Region,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CuurentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-03-30,ALB,Albania,Berat,40.6285,20.090775,1,0,0,1,0,0,False,False
2020-03-30,ALB,Albania,Durrës,41.518365,19.651766,19,1,0,18,0,0,False,False
2020-03-30,ALB,Albania,Elbasan,41.040028,20.186454,5,0,0,5,0,0,False,False
2020-03-30,ALB,Albania,Fier,40.774633,19.620528,27,2,0,25,0,0,False,False
2020-03-30,ALB,Albania,Korçë,40.62883,20.666004,14,0,0,14,0,0,False,False
2020-03-30,ALB,Albania,Kukës,42.066696,20.419467,6,0,0,6,0,0,False,False
2020-03-30,ALB,Albania,Lezhë,41.801452,19.845695,6,0,0,6,0,0,False,False
2020-03-30,ALB,Albania,Shkodër,42.17682,19.719451,10,0,0,10,0,0,False,False
2020-03-30,ALB,Albania,Tiranë,41.268583,19.793936,130,7,0,123,0,0,False,False
2020-03-30,ALB,Albania,Vlorë,40.162418,19.793592,5,1,0,4,0,0,False,False
2020-03-30,AND,Andorra,Andorra,42.542268,1.596865,334,6,0,328,0,0,False,False
2020-03-30,AUT,Austria,Burgenland,47.541449,16.520206,179,0,0,179,0,0,True,True
2020-03-30,AUT,Austria,Kärnten,46.715832,14.455532,261,0,0,261,0,0,True,True
2020-03-30,AUT,Austria,Niederösterreich,48.27051,15.763245,1533,0,0,1533,0,0,True,True
2020-03-30,AUT,Austria,Oberösterreich,48.138166,13.964295,1535,0,0,1535,0,0,True,True
2020-03-30,AUT,Austria,Salzburg,47.254051,13.032653,855,0,0,855,0,0,True,True
2020-03-30,AUT,Austria,Steiermark,47.187361,15.518046,958,0,0,958,0,0,True,True
2020-03-30,AUT,Austria,Tirol,47.209023,11.397603,2205,0,0,2205,0,0,True,True
2020-03-30,AUT,Austria,Vorarlberg,47.240149,9.896366,616,0,0,616,0,0,True,True
2020-03-30,AUT,Austria,Wien,48.21141,16.380038,1235,0,0,1235,0,0,True,True
2020-03-30,BLR,Belarus,Belarus,53.711111,27.973847,94,0,0,94,0,0,False,False
2020-03-30,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,43.892652,17.670584,152,8,0,144,0,0,False,False
2020-03-30,BGR,Bulgaria,Blagoevgrad,41.72282,23.424299,11,3,0,8,0,0,True,True
2020-03-30,BGR,Bulgaria,Burgas,42.491848,27.306892,14,0,0,14,0,0,True,True
2020-03-30,BGR,Bulgaria,Dobrich,43.65074,27.936751,6,0,0,6,0,0,True,True
2020-03-30,BGR,Bulgaria,Gabrovo,42.931879,25.247163,3,0,0,3,0,0,True,True
2020-03-27,BGR,Bulgaria,Haskovo,41.849113,25.942349,1,0,0,1,0,0,True,True
2020-03-27,BGR,Bulgaria,Kardzhali,41.527042,25.441477,1,0,0,1,0,0,True,True
2020-03-30,BGR,Bulgaria,Kyustendil,42.255307,22.869974,2,1,0,1,0,0,True,True
2020-03-30,BGR,Bulgaria,Lovech,43.035259,24.5688,2,0,0,2,0,0,True,True
2020-03-30,BGR,Bulgaria,Montana,43.496677,23.192363,16,0,0,16,0,0,True,True
2020-03-30,BGR,Bulgaria,Pazardzhik,42.133682,24.140941,7,0,0,7,0,0,True,True
2020-03-30,BGR,Bulgaria,Pernik,42.613861,22.853171,5,0,0,5,0,0,True,True
2020-03-30,BGR,Bulgaria,Pleven,43.486117,24.610919,9,0,0,9,0,0,True,True
2020-03-30,BGR,Bulgaria,Plovdiv,42.257364,24.824903,21,0,0,21,0,0,True,True
2020-03-30,BGR,Bulgaria,Shumen,43.296516,27.004814,3,0,0,3,0,0,True,True
2020-03-30,BGR,Bulgaria,Sliven,42.67034,26.241026,4,0,0,4,0,0,True,True
2020-03-30,BGR,Bulgaria,Smolyan,41.628892,24.668089,7,0,0,7,0,0,True,True
2020-03-30,BGR,Bulgaria,Sofia City,42.286287,23.616846,223,4,0,219,0,0,True,True
2020-03-27,BGR,Bulgaria,Stara Zagora,42.411912,25.567329,2,0,0,2,0,0,True,True
2020-03-30,BGR,Bulgaria,Unknown,,,7,0,0,7,0,0,True,True
2020-03-30,BGR,Bulgaria,Varna,43.186206,27.59493,17,0,0,17,0,0,True,True
2020-03-30,BGR,Bulgaria,Veliko Tarnovo,43.189524,25.649275,2,0,0,2,0,0,True,True
2020-03-30,HRV,Croatia,Bjelovarsko-bilogorska,45.739855,16.976657,5,0,0,5,0,0,True,True
2020-03-30,HRV,Croatia,Brodsko-Posavska,45.142404,17.821388,4,1,0,3,0,0,True,True
2020-03-30,HRV,Croatia,Dubrovačko-neretvanska,42.662368,18.15083,30,0,0,30,0,0,True,True
2020-03-30,HRV,Croatia,Grad Zagreb,45.742196,16.008116,332,2,0,330,0,0,True,True
2020-03-30,HRV,Croatia,Istarska,45.203521,13.895312,68,2,0,66,0,0,True,True
2020-03-30,HRV,Croatia,Karlovačka,45.292126,15.46427,20,1,0,19,0,0,True,True
2020-03-30,HRV,Croatia,Koprivničko-križevačka,46.066232,16.571467,3,0,0,3,0,0,True,True
2020-03-30,HRV,Croatia,Krapinsko-zagorska županija,46.09492,15.919072,54,0,0,54,0,0,True,True
2020-03-30,HRV,Croatia,Ličko-senjska,44.69075,15.422344,1,0,0,1,0,0,True,True
2020-03-30,HRV,Croatia,Međimurska,46.410728,16.508315,2,0,0,2,0,0,True,True
2020-03-25,HRV,Croatia,NOT SPECIFIED,,,1,0,0,1,,,True,True
2020-03-30,HRV,Croatia,Osječko-baranjska,45.56139,18.442456,46,0,0,46,0,0,True,True
2020-03-30,HRV,Croatia,Primorsko-Goranska,45.367738,14.701448,43,0,0,43,0,0,True,True
2020-03-30,HRV,Croatia,Šibensko-kninska,43.89492,16.07332,23,0,0,23,0,0,True,True
2020-03-30,HRV,Croatia,Sisačko-moslavačka,45.365583,16.424137,14,0,0,14,0,0,True,True
2020-03-30,HRV,Croatia,Splitsko-Dalmatinska,43.613438,16.730085,88,0,0,88,0,0,True,True
2020-03-30,HRV,Croatia,Varaždinska,46.250434,16.293818,21,0,0,21,0,0,True,True
2020-03-30,HRV,Croatia,Vukovarsko-srijemska,45.179126,18.877963,11,0,0,11,0,0,True,True
2020-03-30,HRV,Croatia,Zadarska,44.347845,15.959404,25,0,0,25,0,0,True,True
2020-03-29,HRV,Croatia,Zagrebačka,45.82762,16.381796,5,0,0,5,0,0,True,True
2020-03-30,CYP,Cyprus,Cyprus,35.167406,33.435499,230,7,0,223,0,0,True,True
2020-03-30,CZE,Czech Republic,Jihoceský,49.093362,14.439278,86,0,0,86,0,0,True,True
2020-03-30,CZE,Czech Republic,Jihomoravský,49.079446,16.663916,172,0,0,172,0,0,True,True
2020-03-30,CZE,Czech Republic,Karlovarský,50.170136,12.763213,98,0,0,98,0,0,True,True
2020-03-30,CZE,Czech Republic,Královéhradecký,50.385055,15.865137,87,0,0,87,0,0,True,True
2020-03-30,CZE,Czech Republic,Liberecký,50.732038,14.973755,78,0,0,78,0,0,True,True
2020-03-30,CZE,Czech Republic,Moravskoslezský,49.780617,18.000931,289,0,0,289,0,0,True,True
2020-03-30,CZE,Czech Republic,NOT SPECIFIED,,,109,17,0,92,0,0,True,True
2020-03-30,CZE,Czech Republic,Olomoucký,49.823636,17.016472,262,0,0,262,0,0,True,True
2020-03-30,CZE,Czech Republic,Pardubický,49.877869,16.495746,75,0,0,75,0,0,True,True
2020-03-30,CZE,Czech Republic,Plzenský,49.590906,13.23222,118,0,0,118,0,0,True,True
2020-03-30,CZE,Czech Republic,Prague,50.063699,14.476403,776,0,0,776,0,0,True,True
2020-03-30,CZE,Czech Republic,Stredoceský,50.101074,15.003747,367,0,0,367,0,0,True,True
2020-03-30,CZE,Czech Republic,Ústecký,50.488308,13.816736,112,0,0,112,0,0,True,True
2020-03-30,CZE,Czech Republic,Vysocina,49.40736,15.689937,102,0,0,102,0,0,True,True
2020-03-30,CZE,Czech Republic,Zlínský,49.239654,17.770218,128,0,0,128,0,0,True,True
2020-03-30,DNK,Denmark,Faroe,62.194921,-7.096614,167,0,0,167,0,0,True,True
2020-03-30,DNK,Denmark,Greenland,71.702379,-42.177174,10,0,0,10,0,0,True,True
2020-03-30,DNK,Denmark,Hovedstaden,55.675758,12.56902,1325,0,0,1325,0,0,True,True
2020-03-15,DNK,Denmark,Mainland,56.031924,9.317572,860,0,0,860,0,0,True,True
2020-03-30,DNK,Denmark,Midtjylland,56.302139,9.302777,393,0,0,393,0,0,True,True
2020-03-30,DNK,Denmark,Nordjylland,56.830742,9.493053,139,0,0,139,0,0,True,True
2020-03-30,DNK,Denmark,NOT SPECIFIED,,,0,77,0,-77,0,0,True,True
2020-03-30,DNK,Denmark,Other,,,8,0,0,8,0,0,True,True
2020-03-30,DNK,Denmark,Sjælland,55.92481,11.67126,348,0,0,348,0,0,True,True
2020-03-30,DNK,Denmark,Syddanmark,55.675758,12.56902,342,0,0,342,0,0,True,True
2020-03-30,EST,Estonia,Estonia,58.596209,25.023778,715,3,0,712,0,0,True,True
2020-03-26,FIN,Finland,Ahvenanmaa,60.240625,19.966666,3,0,0,3,0,0,True,True
2020-03-30,FIN,Finland,Etelä-Karjala,61.217899,28.550289,8,0,0,8,0,0,True,True
2020-03-30,FIN,Finland,Etelä-Pohjanmaa,62.833356,23.05691,12,0,0,12,0,0,True,True
2020-03-30,FIN,Finland,Etelä-Savo,61.813578,27.347685,21,0,0,21,0,0,True,True
2020-03-30,FIN,Finland,HUS,60.408524,24.7817,843,0,0,843,0,0,True,True
2020-03-26,FIN,Finland,Itä-Savo,62.073919,28.846114,1,0,0,1,0,0,True,True
2020-03-26,FIN,Finland,Kainuu,64.373656,28.743748,0,0,0,0,0,0,True,True
2020-03-30,FIN,Finland,Kanta-Häme,60.921424,24.354383,23,0,0,23,0,0,True,True
2020-03-30,FIN,Finland,Keski-Pohjanmaa,63.626887,24.066596,5,0,0,5,0,0,True,True
2020-03-30,FIN,Finland,Keski-Suomi,62.629133,25.476526,50,0,0,50,0,0,True,True
2020-03-26,FIN,Finland,Kymenlaakso,60.826543,26.889951,7,0,0,7,0,0,True,True
2020-03-30,FIN,Finland,Länsi-Pohja,66.133479,24.762611,6,0,0,6,0,0,True,True
2020-03-30,FIN,Finland,Lappi,67.847438,26.444542,15,0,0,15,0,0,True,True
2020-03-27,FIN,Finland,NOT SPECIFIED,,,1025,0,0,1025,0,0,True,True
2020-03-30,FIN,Finland,Päijät-Häme,61.217271,25.721465,23,0,0,23,0,0,True,True
2020-03-30,FIN,Finland,Pirkanmaa,61.715017,23.913902,106,0,0,106,0,0,True,True
2020-03-30,FIN,Finland,Pohjois-Karjala,62.918285,29.941761,8,0,0,8,0,0,True,True
2020-03-30,FIN,Finland,Pohjois-Pohjanmaa,64.217762,25.29512,56,0,0,56,0,0,True,True
2020-03-30,FIN,Finland,Pohjois-Savo,63.173162,27.465765,23,0,0,23,0,0,True,True
2020-03-30,FIN,Finland,Satakunta,61.527072,22.157717,17,0,0,17,0,0,True,True
2020-03-30,FIN,Finland,Unknown,,,20,0,0,20,0,0,True,True
2020-03-30,FIN,Finland,Vaasa,63.077479,22.196054,21,0,0,21,0,0,True,True
2020-03-30,FIN,Finland,Varsinais-Suomi,60.590424,22.623677,56,0,0,56,0,0,True,True
2020-03-18,FIN,Finland,West North,,,2,0,0,2,,,True,True
2020-03-30,FRA,France,Auvergne-Rhône-Alpes,45.283026,4.624017,0,264,842,-1106,2333,583,True,True
2020-03-30,FRA,France,Bourgogne-Franche-Comté,47.234197,4.806917,0,187,604,-791,902,220,True,True
2020-03-30,FRA,France,Bretagne,48.181767,-2.840778,0,45,170,-215,290,63,True,True
2020-03-30,FRA,France,Centre-Val de Loire,47.751569,1.675063,0,53,100,-153,457,115,True,True
2020-03-30,FRA,France,Corse,42.151732,9.105559,0,19,91,-110,99,20,True,True
2020-03-30,FRA,France,Grand Est,48.688738,5.613275,0,919,1487,-2406,3950,844,True,True
2020-03-30,FRA,France,Guadeloupe,16.192207,-61.272382,0,4,18,-22,35,11,True,True
2020-03-25,FRA,France,Guyane,3.926082,-53.245309,28,0,0,28,0,0,True,True
2020-03-30,FRA,France,Hauts-de-France,49.96966,2.770434,0,242,497,-739,1355,400,True,True
2020-03-30,FRA,France,Île-de-France,48.709229,2.503473,0,954,2394,-3348,7689,1792,True,True
2020-03-30,FRA,France,La Réunion,-20.89066,55.455054,0,0,6,-6,56,4,True,True
2020-03-30,FRA,France,Martinique,14.63554,-61.022814,0,3,17,-20,57,15,True,True
2020-03-25,FRA,France,Mayotte,-12.824511,45.165455,35,0,0,35,0,0,True,True
